product_supplier_id,product_id,supplier_id,supplier_price,supply_date
01HR87CQ1FD4H5S6FTJFK08ATT,481,01HR539PRA59ZY91ZRCGAPV1F4,192.94,05/08/2013
01HR87CQ1GESV3GYSW8H1EH66H,498,01HR539PS128FYBG43B90KDJ1R,572.95,10/11/2016
01HR87CQ1HF3GFESNYH93CZNPY,24,01HR539PPDTM9NE5EXJ79TNE9T,929.76,07/12/2021
01HR87CQ1KTQKSK9K6A05JTF6A,559,01HR539PR59DXEH138WH4TSC0Q,664.89,02/09/2017
01HR87CQ1MRC65ZNPGTPFD7JJB,135,01HR539PQNK2NYN0CBYDZSNTBV,389.94,09/03/2012
01HR87CQ1NN6CHFCGRZE9S49CS,755,01HR539PREPZ88HK48CNTKC9RP,991.02,27/04/2014
01HR87CQ1P8257KNZ8EBF49QMV,803,01HR539PR5PH69EVNQ1Y6FV487,371.94,22/04/2022
01HR87CQ1QSQN1XP1B3HNY6CM5,36,01HR539PREX6M2ZD7VHG8APRZC,269.41,04/01/2022
01HR87CQ1R98WABV4KATWJKE6W,663,01HR539PQCMW6S1MJHR9WCBXZM,98.24,18/03/2016
01HR87CQ1SV7K4B09VEAFGBKK6,377,01HR539PR9RMGMYYHT4FGTYVWC,261.5,12/12/2020
01HR87CQ1TCKADMRTZCX5S1R8J,898,01HR539PPHM256CWXR586PGF93,903.13,31/05/2020
01HR87CQ1VGSVKXJ60FS1ARNH0,599,01HR539PR3XHC1PYCZE35GPEAW,932.88,31/03/2023
01HR87CQ1W3J65FC7N66BTVRXP,181,01HR539PS4PMMZJ6JMFN9G24VW,567.39,04/01/2022
01HR87CQ1XMSXYYRPMZ5TCV1NZ,415,01HR539PR4CCA5N6T9705J6ZGF,44.01,24/12/2012
01HR87CQ1ZP1H7E9ZC0A0ZXJMG,102,01HR539PQ48WZZXTAB47ZJ73BA,11.97,08/05/2015
01HR87CQ20Y0CEXPZRV2DQANG8,235,01HR539PS6ZBJTX81JQDKP76K4,309.83,12/01/2019
01HR87CQ21BEAVF67R4NJ06NSM,566,01HR539PP96HZ4DV9QBH1H8CMZ,67.04,19/02/2015
01HR87CQ22M1BSY1CE766PJX4V,219,01HR539PQDWAM3D0FVMAEMWMMM,323.33,15/10/2017
01HR87CP5Y68NKVT6EHWB90Y7M,448,01HR539PQQKQYPE9XJYPSGWZWV,8.02,27/12/2010
01HR87CPVY7W8Z3CZJBEK26CQZ,168,01HR539PS4RWB5X6HW9FQEFY9P,165.78,13/11/2020
01HR87CQ1FNKGS64THFD5G897V,70,01HR539N58E6VPPCGBM8K0TRXX,725.64,20/02/2015
01HR87CQ1G5XZ2R3484R9KW4NR,820,01HR539PQZ5WTBVKCVYFMM87SQ,644.58,28/03/2011
01HR87CQ1HF0660D7C3ZRMH3E6,515,01HR539PPYYGR122Y0D2AK78K7,573.44,09/03/2013
01HR87CQ1J4J43GT55WSFM75BX,36,01HR539PQKQBM0RMNE6KQBK6QW,424.71,03/07/2020
01HR87CQ1K4KT40F0Z034YC0QZ,240,01HR539PS8TS4CE3D66ASXG1Z5,979.53,18/05/2014
01HR87CQ1MQANG966BT7T64204,337,01HR539PRD5229DVG86K44WAA6,250.58,16/01/2011
01HR87CQ1N3SW6NK3B1PW97MR0,492,01HR539PPVHPCXT9ME794VBEEB,879.76,08/04/2014
01HR87CQ1PEQMM9C32QK5N315A,903,01HR539PRY3KAW73FQYQMPYQ3K,959.66,12/09/2016
01HR87CQ1QHVPBQATJ6HWCPJV6,524,01HR539PPB8HN16MV633PJ1A1R,124.17,16/09/2010
01HR87CQ1R4YZXS9805FNEE0SN,792,01HR539PQDSAFE199RHCX1J9EX,150.45,25/02/2018
01HR87CQ1STR65JT2SAC8ZWF64,296,01HR539PRWCA2C8Z0ZDJCT08BQ,649.25,15/12/2010
01HR87CQ1T40BBRVD2ZCSQ01RB,871,01HR539PQT58871Y3CPB969V6M,605.74,01/02/2018
01HR87CQ1VQY31JBX1AM847PRR,627,01HR539PQAW08GZN2GRKBNHH0P,780.22,20/09/2022
01HR87CQ1WSCMR0HWH5CKJPJV8,897,01HR539PR72MS205KYV27KBGBZ,273.78,03/12/2020
01HR87CQ1XYXBYKTX9PMXT8QFM,489,01HR539PQH3EWPYAY0JTX09SPD,483.63,09/10/2015
01HR87CQ1YKD02AZ5A1260VC8V,573,01HR539PR9DPE9MAFP88WRHSEZ,656.79,18/06/2013
01HR87CQ1ZXK2ZE2ZP8PZ50QVC,612,01HR539PNS47SWB80M1GWMCBPB,958.43,27/03/2017
01HR87CQ209B3A8HDHAQDQ3GRY,128,01HR539PR2YFRBFMWZFG7FDJE0,268.48,01/01/2017
01HR87CQ21HBJX3MFD168A5Q1C,31,01HR539PGGP51MGJGTBS1RWEMW,742.09,16/07/2022
01HR87CQ22PSC7394HC3E3YR2Q,211,01HR539PQRWBJDXRP88ZX4ENMC,229.85,06/12/2017
01HR87CQ23P7YV9DMPA9CMK32P,345,01HR539PQEKEAZQYEF7ZKF8JTA,772.48,14/01/2011
01HR87CQ24WH24ESVAGHXYG7GF,484,01HR539PRD85MVZXV4M5SHX190,606.8,03/02/2017
01HR87CQ252492NSV5GWMS5HJT,922,01HR539PS4TPQY2DB5X86FJCYQ,275.39,13/04/2014
01HR87CQ26QPCQ6R0RDE4T6AFY,307,01HR539PP6MVTM47B8Y1ZXG3WK,891.66,09/06/2011
01HR87CQ277T9HF5YRE63MSXZE,279,01HR539PRR3AG18AR4HAHYKWN1,50.66,24/04/2020
01HR87CQ28EFE7P78GBXSSVWGM,949,01HR539PPH7RB179EDFY6RVEQ9,532.87,22/11/2014
01HR87CQ299CKEAH7BWJ9EZ2G8,389,01HR539PP8GNQFPMF4J96ZWJ76,459.89,16/09/2011
01HR87CQ2ADC6JM8BYG2DY622P,316,01HR539PPYMX20FQ6C5W7YA8T1,26.91,16/03/2015
01HR87CQ2BAZFM2YZBCNYW6KAN,235,01HR539PR1H5RZDJD4HD6688RS,747.29,16/03/2020
01HR87CP66KB5HMT3MC7WAG7FS,174,01HR539PR511FMNSXPWF4QPXGB,589.27,15/06/2022
01HR87CPWCJTAEYA3HVAWK5YTD,467,01HR539PS2R3ANW93H2EYA17BD,773.51,23/05/2019
01HR87CQ1W4NNHKREPHXZ72H2S,569,01HR539PQJ7Z64176MA4PVR8TY,409.71,26/07/2021
01HR87CQ1XSXVTHCRZQX0CZ41A,141,01HR539PPM8HZB64MWR51D3JJN,182.55,20/04/2014
01HR87CQ1YEXHHEB6KQHY6PERJ,127,01HR539PP1V0Z4BR7K9QBS4VFT,973.8,30/10/2018
01HR87CQ2081ED6J51HDNZK456,241,01HR539PPFGFN3DG1CDRMQBPBD,197.38,29/10/2014
01HR87CQ21NHRDXX4FQ2ESAK56,296,01HR539PQ5BFTT3VDAWBSQ0D8W,543.35,20/07/2023
01HR87CQ2269BEMC8KMVYM2V2D,845,01HR539PPA7A5Z4R921C9SK9R3,257.25,26/04/2012
01HR87CQ237MNQJ96SBZ2MMC83,18,01HR539N18X7WSQ7R40CFVJ90Y,180.93,13/09/2014
01HR87CQ2475XTE6YSZ46VRJW3,727,01HR539PPAPXKTC0MJAVX1P0XV,323.75,19/07/2018
01HR87CQ2648GSAF95Z5FJ54E2,199,01HR539PPDJVJX0YH6FA3VEHNZ,274.37,15/02/2012
01HR87CQ28CFVKPZKETCYY68R0,600,01HR539PRKXANVRY92TZPT4Y85,129.77,18/09/2017
01HR87CQ29JY426K4CYT2SFTN7,638,01HR539PPDRBCN9GRXXZ10WEMZ,684.14,16/01/2024
01HR87CQ2AMJY97NFVFWH5NJ7T,946,01HR539PP52NFGVGV4PE2H6ME9,165.65,30/12/2021
01HR87CQ2BF0NA1SKGMSK6G4JW,583,01HR539PQSD6X4A811YEHYVV0T,473.02,14/07/2011
01HR87CQ2CEB0T33KS5R9B32YW,205,01HR539PRW2XK1EQ9WJFA7Q93T,382.93,17/04/2012
01HR87CQ2DZ0MGXNN587SWVH4C,127,01HR539PQ0E4D2C1C8XE0TYPMC,951.48,30/08/2011
01HR87CQ2EK9XVA507P2VQE03R,663,01HR539PRQF95N00GF3ZJJSC0G,784.28,20/09/2022
01HR87CQ2F9D936SNF229XDB4N,538,01HR539PRM67WMR64HRTRG5H1B,896.62,14/07/2014
01HR87CQ2GVHBZVREM4T4VY1RJ,100,01HR539PRAJWWH83HBS6T2H1XV,499.26,26/05/2014
01HR87CQ2JPVZK6T11X4AQD87J,798,01HR539PQWSSAEC8CR111SKHXX,384.06,15/11/2010
01HR87CQ2KQJHRHRNNH7TF8ZJV,238,01HR539PQP24YBPBNKRM8DXERF,544.04,23/09/2019
01HR87CQ2M62Z5T9KXC49SWH5M,182,01HR539PQKEW0JDS8EQ1XDJ3CP,184.78,06/08/2015
01HR87CQ2NWA862981CYKHN2NY,121,01HR539PQJXWHZ4EKR6HMH4XCF,287.39,16/12/2014
01HR87CQ2PFG3DT0K609KQVT8Z,309,01HR539PRB3M6ZHWSNQFQ9M0QX,63.52,18/04/2022
01HR87CQ2QGCP8KXVFFJTYMFRD,675,01HR539PPZKNBAJ15DPSMBNXXR,101.48,20/03/2010
01HR87CQ2RV9KY27CZ4ET8KR2B,38,01HR539PPVWAP2T8JTSEP4TT4H,815.33,01/01/2022
01HR87CQ2SJZ3T9ESGTBS8MVA7,681,01HR539PQFA8AP5S75Q9KRR1S0,859.54,25/06/2016
01HR87CQ2VAF98387ZQJPGXX7Q,78,01HR539PPXF5XTM1TW94DHMJGG,324.18,15/06/2022
01HR87CQ2WXS6BYJ4ZY3FCSG73,323,01HR539PP40WQZTHGGBQDVC07N,876.08,12/05/2022
01HR87CQ2XS0H0CKYXKK8MQD6W,285,01HR539PQS1W34TE3XSHQFBTD8,247.5,21/10/2021
01HR87CP6JDADGAS8B5YCFYRJF,741,01HR539PRHJQXRA5A3DKXTYR1N,980.78,04/09/2017
01HR87CPW4HKNQ7MA2FCNT4P0M,752,01HR539PQKQBM0RMNE6KQBK6QW,235.09,14/08/2019
01HR87CQ1MSEXXNX6MK83E65A0,813,01HR539PPTZTACZTDBRZJMG1GT,247.43,06/11/2016
01HR87CQ1NZCZ4FKC972MME3CN,696,01HR539PPNGNTSS22VJKTT2V6F,352.11,22/03/2014
01HR87CQ1P5B85FA4WYYTWVN92,429,01HR539PRD5229DVG86K44WAA6,562.57,18/03/2017
01HR87CQ1RSVNHEB8YTEJXAH37,556,01HR539PPSVE1TCXPC3QX9PDTE,970.31,29/10/2012
01HR87CQ1SW0VE31V1BZXDV8HA,730,01HR539PQMDM4BB6YF9E3KJK22,321.51,12/02/2020
01HR87CQ1TN744FZRYFRCYFB12,135,01HR539PR7EGZTZRRTDC2DESAD,642.67,24/03/2015
01HR87CQ1VT4BT8B0SDHEV3SK7,625,01HR539PRBQ64YRC5EPTNV1BZK,720.63,01/09/2022
01HR87CQ1XQ8KSQG5SEBMGM4MX,410,01HR539PRN5FWKKC07MYFKY13V,933.89,03/10/2018
01HR87CQ1YWSHX0WRKWDSD9PAC,281,01HR539PQXBRMQZF3KHKB6AH2K,519.53,11/03/2019
01HR87CQ23DRKGW3R3CES3M29F,658,01HR539PRCY6P0BX93PN1804MW,27.92,19/11/2013
01HR87CQ24HMFA4RTF622ZC81G,592,01HR539PQX1NW00M1QSTSMTGR8,580.82,11/08/2015
01HR87CQ255RADNDAVK2YEGXX3,676,01HR539PPNDW0T7W2V0V1K14E7,275.74,22/08/2015
01HR87CQ27ZWVW3NYF69AJWBF3,942,01HR539PPMQXT5XEC7YWV75KR2,280.21,02/11/2019
01HR87CQ28VFNXFB12RGCRZ4E6,713,01HR539PRJTTP6FFK3R0BMAXP2,929.31,16/03/2016
01HR87CQ296RRMQDGR9ZVJXGDK,225,01HR539PRS9DVTYMD3DMYFK72C,969.15,01/11/2022
01HR87CQ2A4FB1DJYX3CYS5TKS,222,01HR539PR75FY669M8CS2FSJCK,36.54,07/09/2022
01HR87CQ2BN8550DTBASC52JTW,721,01HR539PQ55RZEB70DMV34QPSB,398.61,06/12/2012
01HR87CQ2BMS2F0STDVB9W3J5J,236,01HR539PQ7KCJSHGJXRJ7AHHC9,351.54,06/07/2023
01HR87CQ2C8GKR3ZMWV94BB0M4,888,01HR539PQE2KWY31F95KWV1NYZ,249.87,11/03/2022
01HR87CQ2DKGP27PTKE2396TNZ,161,01HR539PRCE4GJHSDEJTRW0140,67.15,01/03/2014
01HR87CQ2DBB4YR296S97WWGNJ,456,01HR539PQZZYE4BWD4FDA5DFZA,134.25,03/06/2021
01HR87CQ2E3BTKWBBR1269ZYQC,936,01HR539PRCXGHR2CJZ75J0HAFH,104.72,16/06/2020
01HR87CQ2E98TA1W6W63WVVF1P,47,01HR539PG679FZSM259DEVVBGT,464.51,26/05/2010
01HR87CQ2FPBT04PNKKXQ9ZRD7,673,01HR539PQ6DTT4GT3PYJ9YS4W4,661.25,31/03/2018
01HR87CQ2FAQSDQSEQFS5ZXD5E,77,01HR539PQSNMN2R9FYXJTX23AN,986.89,18/11/2013
01HR87CQ2GTK6E2WAR7J08CN4R,871,01HR539PRR5QPBNAMPEE2YBFC2,351.55,29/10/2022
01HR87CQ2H78CWFACVRESV952M,201,01HR539PPYQGD1MDCV64CYY86E,265.16,21/08/2019
01HR87CQ2J1QFDBNKJDJJS6ENQ,910,01HR539PRG0HQFXDPV0KZHWMGA,521.92,12/02/2011
01HR87CQ2MRZMK615XK8KXFV43,677,01HR539PQJGXW7HRV8MNJMHN06,173.65,30/12/2016
01HR87CP6Y40VF9DJK55BAPTBS,518,01HR539PQ0DQBXHXSH9X0GWE2R,30.44,30/04/2013
01HR87CPWX0SANED828DG21744,327,01HR539PR17PST2DV6FRK19A6G,396.63,21/04/2021
01HR87CQ2DNSP88C41HMDB03TQ,209,01HR539PPH1024F3SXWSKA3P46,322.29,06/02/2017
01HR87CQ2D6N64A5959MX6XQ57,267,01HR539PPZW4TD5HCJ7H2TFMEM,37.77,22/06/2014
01HR87CQ2E6Z4KA66R68C1RW7V,449,01HR539PS960TN2PR0NEG2CBKS,76.95,25/11/2013
01HR87CQ2EB57X5WWHE9SVSR8K,256,01HR539PP9G9BME8NZ0C7AKJ9F,307.81,25/08/2020
01HR87CQ2FQ4F761SNZJFX8W9Z,638,01HR539PQDM0JBNEASH6K4XZ6X,117.3,23/09/2013
01HR87CQ2GHCDXR57QY3B10948,648,01HR539PR8SQG21QA91722NW6V,292.03,21/11/2015
01HR87CQ2GYN10WK80DJFTBNR0,615,01HR539PQD9VJK915N560QPNSK,146.67,18/02/2023
01HR87CQ2HXAN2BFRF78RDBD5Y,71,01HR539PQ04J4B6Z5B7J0GX1N1,885.11,10/03/2012
01HR87CQ2HWFJ0N7QW95XH56FF,512,01HR539PJ8Z19BJ6JWRA6EF7FT,99.38,11/09/2015
01HR87CQ2JDRFY21XJ25B2WP3R,825,01HR539PQQDXJKZAAH3QQ1SGR6,753.33,05/08/2021
01HR87CQ2JV728XRBNNM42B4H5,434,01HR539PQ0WZ61JT3WD2AD4BS6,355.19,13/09/2017
01HR87CQ2KMAZAC7Y8ZTYC726F,364,01HR539PR61TSAFMCHBPHKM9BY,244.23,04/09/2020
01HR87CQ2K623KPGZZ6X55H2TS,905,01HR539PQRWDVF4AWQR2X7EM0Y,885.92,04/04/2022
01HR87CQ2MYBK0C5TNQSECMA3X,280,01HR539PPXBEGNX0J89X5JABD4,432.38,03/10/2019
01HR87CQ2MPA0JVE49F77XDSEY,852,01HR539PPXQJ4NCNC3VF3V075Y,777.06,18/12/2016
01HR87CQ2N74EWVAN22M5MP9Z5,314,01HR539PS38BGA46RF4QV2Y58Z,177.95,05/01/2014
01HR87CQ2NVJ23B49HJFS3C9T2,730,01HR539PRQT3BJZX275AZZMBV7,758.42,20/06/2021
01HR87CQ2P7GWE5XVK88AXZDQB,155,01HR539PP8Y44V39EEV1ZKK6J6,30.51,18/04/2022
01HR87CQ2PB81EAMWT1TYXCBN2,301,01HR539PQ162NDZE1ZETK5BB6S,148.72,27/01/2019
01HR87CQ2QW900QJQ74RTSRMNQ,100,01HR539PPPH04563WP2BAZWN53,11.53,18/09/2015
01HR87CQ2Q5JTKN9WAZCN8GSTF,160,01HR539PPDPD06GHTVFM4MHWM1,381.38,13/06/2021
01HR87CQ2R9NW5PCMS33SXBTCP,153,01HR539PQP1ETT4KM1E0V14N61,685.73,02/11/2016
01HR87CQ2RTSDP9H49CW83J97K,300,01HR539PQRWBJDXRP88ZX4ENMC,123.96,05/07/2011
01HR87CQ2SE6JS394NWT439HZH,332,01HR539PNG5X3MWAP50G22MENT,810.52,30/05/2022
01HR87CQ2SRAENQEMM9PVBHMJP,227,01HR539PR91RY385FB17NJFJH5,170.1,24/08/2012
01HR87CQ2TTRMHBF8AKEX63Q2J,87,01HR539PP32HQ0G57KWXWGNZHW,855.38,08/09/2010
01HR87CQ2TZD71B0833S1ZRQ15,154,01HR539PPZHM5V1T19X7NBQ0Q6,312.26,11/07/2016
01HR87CQ2V0AAVRXDRH0TF3713,32,01HR539PSVZDYKMJJPP6F6Q6Y8,483.02,12/04/2016
01HR87CQ2VTK6P4B8T1Q0MP2MG,645,01HR539PPGWJKEXQMBZ5MP3JYS,752.65,31/07/2013
01HR87CPA20AAJW0Y6NW0FW89E,143,01HR539PPQZK36CNMBFFQXQ3XB,216.4,06/02/2018
01HR87CPZK3WJB1K3QPPJEFQAY,803,01HR539PPAEFCB7YVAWZN1KMHM,724.42,19/02/2019
01HR87CQ569MHGX3F8M6G75B1Z,876,01HR539PQZZYE4BWD4FDA5DFZA,879.42,25/02/2012
01HR87CQ57PKYFT7ANESEHGPMH,536,01HR539PQEX0SC7TY3BFEM2V29,55.99,04/09/2014
01HR87CQ588ADZJ9N43SSVY8PC,808,01HR539PQ7N41VJNJ3FKM3T7X3,292.64,29/08/2019
01HR87CQ59Y4TDNA84WNWEHH2Z,174,01HR539PPJ4B9E9CK1E3VWHQH6,179.85,02/09/2014
01HR87CQ5BBG3QX3AEG7K5ENSV,921,01HR539PREJ7283GCYY2R9ZTEH,120.99,20/07/2020
01HR87CQ5CGSWFNG5X71CQMJTB,600,01HR539PNSNZP3FP9ZGKW4FQZD,377.37,07/12/2018
01HR87CQ5DM55900X49PQD13VY,632,01HR539PRTHHRP540V5H81D8TZ,930.2,05/02/2021
01HR87CQ5E14DANRH7TWX5YMX8,750,01HR539PP4B174G1HY1ZDM3VNG,315.34,23/05/2017
01HR87CQ5FP804Z70ZHH4FZGK3,237,01HR539PQW79Y0W654FJF12ZTR,230.23,28/01/2012
01HR87CQ5HXDV54DFNF03XYB41,834,01HR539PQJ4QNE8ZPYR5VM94PE,134.01,19/01/2014
01HR87CQ5J3MJF2AXM83EBDR9P,811,01HR539PPNDY9G0C7Z580XVGR5,249.85,06/02/2022
01HR87CQ5KAGW0ZW9G0TKH5E4K,705,01HR539MZZF3SYJPTXJ2JZ5P4Y,977.01,13/04/2012
01HR87CQ5MXA460ACDEZ2BDWBG,192,01HR539PQSEN3N3Q694X37HNW5,101.38,04/04/2021
01HR87CQ5NQ17HN3G17X7QXD80,909,01HR539PS3GVT9N7NYT4N71K7Q,941.22,23/05/2016
01HR87CQ5Q5XC31VMBG51EJVBD,272,01HR539PQAHSS2G5V0H98ACHSM,723.49,04/04/2011
01HR87CQ5R2BJJK9XZE2SJE2HA,920,01HR539PQXT2FZJEYNXHD7X7D1,911.86,13/02/2023
01HR87CQ5SRE5S1QD44NEFWHQQ,286,01HR539PRFBY0ER3GKGQJ9TS06,303.59,17/11/2017
01HR87CQ5TQMQYN7PYX3HXM5S2,362,01HR539PQK8W786N1WQVX6CXX7,171.62,04/11/2018
01HR87CQ5V4PTXCZQ6K0C6Q1PE,912,01HR539PS40CN6PMTHCN326973,214.86,15/08/2022
01HR87CQ5W60PTP6NNBRHNY8TH,877,01HR539PS5C1EAVCD1TC6P0TW7,361.89,12/01/2022
01HR87CQ5Y7DCAXEAKV59ZQ4QZ,477,01HR539PPGATX6ENAMC0GQ8JP6,929.02,09/01/2014
01HR87CQ5ZWG16RQ378NN3ER49,785,01HR539PSECPYGB48V9Q3SRSEA,498.48,07/09/2013
01HR87CQ602QH94QKF8C7FWYHS,415,01HR539PRR3AG18AR4HAHYKWN1,75.49,19/03/2019
01HR87CQ618BFZWK69ZD8T8JZZ,274,01HR539PQZ6D29DAY6JGX8MNZS,512.79,29/09/2017
01HR87CQ629XGQ6R0F43NP9Q06,785,01HR539PS97SMBJPNPK65XXNXA,714.18,30/12/2021
01HR87CQ641CN4FP3N148ACW1D,164,01HR539PQ3AKZFAR42MAKG420F,205.81,16/08/2018
01HR87CQ65AZ9KHX8S6BK62J41,427,01HR539PPV3KRRKDCZ6YMW63AG,237.16,27/07/2020
01HR87CQ66W27VVMCXPSM62T03,872,01HR539PRGYV1EPYQB08R7AH6C,577.04,09/12/2019
01HR87CQ679YMCGY36R8W1CBE1,260,01HR539PNDYJ7V86T8XGSK7SD8,131.22,10/06/2022
01HR87CP7DXMJZPSDZMXKCEREG,671,01HR539PRV603K9HJ0S5TK9CBM,932.5,11/12/2018
01HR87CPWYFAYMGYAVE887SBC7,159,01HR539PP9TDZ7FPVV2N3SWKQP,585.78,17/12/2014
01HR87CQ2EXEV3N41KT0F04QXA,323,01HR539PPSVE1TCXPC3QX9PDTE,429.45,07/06/2014
01HR87CQ2GWVJE2ZAKY8CBV29C,234,01HR539PR0PBMQN7KG3W311HWD,924.86,25/10/2014
01HR87CQ2H5ZCC17B6WB0HRMKP,681,01HR539PRHCNDVRD89J1Z23P1V,110.57,09/02/2021
01HR87CQ2JT75BBD9M8189EXGT,716,01HR539PS4B1DD70K1ZWA2MZHS,992.67,03/05/2017
01HR87CQ2KP9BRKN1AQ29YX6T0,140,01HR539PQ162NDZE1ZETK5BB6S,314.74,12/10/2018
01HR87CQ2M6SRWW9RPWEEHPFNH,244,01HR539PQ3FAFQEWWAFSA1RMC7,576.66,19/06/2020
01HR87CQ2NQ1Y67QY09DGFD26Y,114,01HR539PRTZYECAH1MKXYRJ0PW,583.65,21/11/2014
01HR87CQ2P3664B94HHP9J6QA1,802,01HR539PPF94DK0JJ348MM1B92,524.97,22/02/2023
01HR87CQ2Q5TTZECFRQ3M1ZCDR,305,01HR539PR0Z9NV26M9Z8H38VC0,235.23,03/05/2017
01HR87CQ2RMKTM246FFTWVXF7Z,146,01HR539PS2Y95ERHS6F4DCDYY4,988.36,01/09/2014
01HR87CQ2TKHQYM29RG9R75D9V,355,01HR539PQDM0JBNEASH6K4XZ6X,568.24,21/11/2022
01HR87CQ2V2M7SQ31FSZWDNXGB,535,01HR539PQY51XM3SQYX4P1426Z,51.45,09/03/2013
01HR87CQ2W3J3X9DK7F2NW03WF,590,01HR539PRD85MVZXV4M5SHX190,538.96,20/03/2017
01HR87CQ2XHGJ7YP7NRD6P8GR4,634,01HR539PRYGRT2JHX7CNYJN49X,192.0,23/11/2010
01HR87CQ2Y6EQXFQ3CV3DZSY72,940,01HR539PQ2ZNZMEKHN2WTWCZE4,776.72,09/03/2019
01HR87CQ2ZS6BB078E3A9HAVXZ,176,01HR539PR2F1BSEXV0TKP4HKN0,514.19,09/02/2013
01HR87CQ30Z6FBVSFYN8KJ3BJ4,709,01HR539PPQHMTR8PA59VFZ4WYJ,171.67,05/10/2018
01HR87CQ31BJX7HYW80R1NEKR4,372,01HR539PGYAEZVZE6J2V276M9C,144.96,26/03/2013
01HR87CQ32R5J6QW7VRVKCBCH7,5,01HR539PRDT28ZWVJ2NPZ3RXG8,612.46,17/03/2011
01HR87CQ33936F2ZQJV4AS66C0,825,01HR539PQ08D2G0KFND7BWV9V9,124.73,05/12/2020
01HR87CQ34D02C0XY9ZATRTWGF,397,01HR539PQFZ96QCK4WBZCAM3AB,523.61,09/09/2023
01HR87CQ36B7DN8TMA75Q32WJR,289,01HR539PPMQJ48NDZJ3CTTJ96V,683.08,08/03/2020
01HR87CQ379JK557F0ZF3J45A2,162,01HR539PRV6M3TRERSQ170N3RR,695.51,25/07/2022
01HR87CQ382CXH7PBNSHGW1489,108,01HR539PPAPXKTC0MJAVX1P0XV,436.83,08/08/2020
01HR87CQ39PGJNFNT2EMS9Y6EY,818,01HR539PPFZKHVH0GFNYDF1SWM,905.11,01/07/2010
01HR87CQ3A59NTSXTN5BVQXR65,875,01HR539PGQS5ZWEYXFK43DF4TT,586.18,18/05/2011
01HR87CQ3BV44E82K2QP8BTVWX,119,01HR539N6G5RN661YPG1HJ1A1X,599.75,09/07/2011
01HR87CQ3CNQSTBP3RV8NP4E8F,168,01HR539PNVVDGR7D9KFJPC9801,425.74,03/12/2022
01HR87CQ3EEEBM01SWHTBN2H6C,223,01HR539PS8SGXBW0P1V011JM1T,721.01,08/05/2022
01HR87CP7MPZ01P6C7JK340MW0,742,01HR539PNSZM46BS7VJ7XXS1YT,623.69,16/12/2014
01HR87CPX6NEV7ZK7GM269FA24,534,01HR539PRGTH1EDRXHQWDT0NFC,606.11,11/06/2023
01HR87CQ2PR1YY6HN7MKGX816F,220,01HR539PQP24YBPBNKRM8DXERF,956.57,27/02/2015
01HR87CQ2Q8QBAF8APY56VGY6G,251,01HR539PQBPVKSVAX8FSPXMYHV,44.15,07/02/2023
01HR87CQ2RZ2KZJPQS30ZPYFN9,936,01HR539PPQF8PQZBD2B0FMDZNB,537.1,16/12/2015
01HR87CQ2T87JVJGWZVNWPJZ6H,546,01HR539PQ4JNNF65ZQZF73CM7P,491.15,07/04/2010
01HR87CQ2VBAAPYRPTVMWFRCDA,817,01HR539PR0W567M52DB2M18R2Z,832.83,17/06/2019
01HR87CQ2WEJVD68E28GS7RMTM,161,01HR539PPP82R0JGZH9MJQFG12,416.2,11/03/2023
01HR87CQ2XQ4Q146J88JF027ZT,27,01HR539PSAW12F6F5XQQZRJN1H,594.64,15/03/2013
01HR87CQ2Y8FRABX2TK14HXZE8,158,01HR539PPM3ETRST138GAJ8W6N,922.32,12/07/2017
01HR87CQ2Z94QCXS177HTG6F38,895,01HR539PPKEND2MA8R6J2PD4BZ,976.39,07/07/2023
01HR87CQ3242CMEC2KPSCV31SY,727,01HR539PRHCNDVRD89J1Z23P1V,237.14,12/01/2020
01HR87CQ3319G4DBYBY5D84KK8,408,01HR539PQEKEAZQYEF7ZKF8JTA,265.16,14/09/2020
01HR87CQ34ZAFFJN0VZJBDPGJC,1,01HR539PPJWV1WBYXKNAZ7BPGW,341.11,17/04/2021
01HR87CQ36GWCA77DYPE7Y6G5S,291,01HR539PNVRGQN98KWHPC5Q09C,403.86,07/05/2016
01HR87CQ37R3XVA002F45A4QK6,448,01HR539PR73SXWW071MYTP6P3J,98.43,28/10/2017
01HR87CQ38N2PA176M8N0YCW0C,21,01HR539PQHA9ZTN60BSBD3DJPG,90.03,12/12/2011
01HR87CQ39MST7V964AVXWV3QJ,258,01HR539PQQB95FNZ86QNSN0D9Q,763.46,25/03/2018
01HR87CQ3A4SVT1CVH0SDNC7WF,923,01HR539PGGP51MGJGTBS1RWEMW,493.12,26/07/2022
01HR87CQ3BW8PJWZ13CQ2DMYWA,283,01HR539PP26DEASNX54SDNJ5BH,449.98,22/04/2023
01HR87CQ3CD29BFTAJDXYX7QBV,127,01HR539N6Z6SP6F9VRWNS82HPS,157.97,06/11/2016
01HR87CQ3D94XAPNJP8DNZC9XS,6,01HR539PRM3B3TMRDECBF43ZW5,778.78,05/10/2012
01HR87CQ3FPJ4RBGHP1P836N6A,281,01HR539PPSNW1MAC789SW0N53S,128.34,07/02/2016
01HR87CQ3GMDDZAWFH76CYDF07,471,01HR539PPJ4B9E9CK1E3VWHQH6,612.18,23/03/2014
01HR87CQ3HTK6XPH27W5AFKHVW,816,01HR539PP0Y13ZDZ0H8KHX1R08,876.86,03/09/2014
