order_id,product_id,quantity
01HRVX0VY0H8N02YRC0FAS6TMZ,17,42
01HRVX0W7JX3X7J1C932KP3PJT,119,37
01HRVX11DH41SQK1WJ7X6MYEF3,284,13
01HRVX101DNX2BZVQ8SW0TTAK7,781,35
01HRVX101QD6N41XPQ0GFF2WN4,825,11
01HRVX1013WDBEH43J417FB6PE,834,8
01HRVX106E2X1WSAV3C8FQZG75,941,29
01HRVX0VY2S2DV2AMR2BDJM0XR,150,50
01HRVX0VY1JVP3YZC43BY4QK4S,314,39
01HRVX104HBVQ0K7FMED34A7ZX,486,45
01HRVX0SZQ5MQ82J1AJ63B5QXD,829,7
01HRVX101KSWN2AX1DBGMK59CA,306,24
01HRVX0VX96S2EM6KD58NQGCZJ,553,2
01HRVX1005NVDK54953DM71WAV,497,11
01HRVX0VZW4SCS1DWHJ11F3HY1,87,20
01HRVX100VG2XNNAFTQ7RV0YWD,667,39
01HRVX0VXWR7KMH8F6PAEF518Z,823,2
01HRVX0VZTQTE9A99H8C4VFXSG,195,31
01HRVX0W0BF9JC49SCG74DVZP1,398,44
01HRVX0VYBMQAT6S4PBPGBQCSY,855,49
01HRVX104WZ7QTFWRADTDAX07X,105,37
01HRVX0VXJHQ28ANRFZSRSWMD6,790,5
01HRVX0ZYTNSXE6KNTJ0TC5FFS,882,8
01HRVX0W02BGD75VMAG9EAQMW8,287,50
01HRVX0VY65NY81B7KZ8ZWEV38,556,42
01HRVX100QQFV93BZKSX57SMYY,845,50
01HRVX0VXJE5F46CT56DQC38H3,658,7
01HRVX0VZ86NE8681D962FN7Z5,255,18
01HRVX0W0E3D1EYA5V67JBRGP0,734,44
01HRVX0VZN9QA56XHEJ8Z4GK0Z,774,7
01HRVX106PP360RFWRDJFR54XM,448,14
01HRVX100E1DV3VWYB1AXEXZFY,885,27
01HRVX0VXYAKW72ZFMSH1M11J5,861,49
01HRVX104V6KY6E6RDK6QRZNW2,480,32
01HRVX106C45B6E1291064YEV6,376,48
01HRVX0VYWPW5FTNSNNXHFK3DZ,162,9
01HRVX0ZZ07RV75M40N2115R53,672,38
01HRVX104KJ2DRTK24FD60E8CA,584,27
01HRVX0VZRYK2741ZR5SD3NWWB,184,46
01HRVX104RVWNBA25X3FCQX5MJ,849,27
01HRVX0VX96S2EM6KD58NQGCZJ,274,30
01HRVX0ZZ3D5K60GVTD4M2J004,61,9
01HRVX0VYC7RKW3YZ3FNVA7W18,372,15
01HRVX0VZNTE17DZEGK0RN2ATF,217,49
01HRVX0W001W7G45R5RRV1EGQY,737,20
01HRVX0VYZ42DZ0DC806QP98B6,75,18
01HRVX104N2C1W62SHAS8KQ5PM,934,5
01HRVX0VXP5H3DFRW6P4KZ5S3F,573,35
01HRVX1011WCHPVQH6E7PS5AGK,178,44
01HRVX0VZQ6WFSMZ7VNKCDQZ13,309,15
01HRVX0VY71VEF8HG0T8TMTYXZ,109,26
01HRVX0VXNE9C3EGMB8ZE9NBQJ,705,19
01HRVX101DNX2BZVQ8SW0TTAK7,568,10
01HRVX0VXWRMMPB65JTV7RC4QK,20,21
01HRVX0W7P334AC2XW4QNCDB76,170,39
01HRVX104BNZ1J6K7SGS6T5C22,737,25
01HRVX1062XMW0Z0SPF2Q1YSZ5,215,45
01HRVX0YXR17EK14T1AZQPAXVT,375,4
01HRVX0VZX9XDAQP7YJY9RJ908,517,6
01HRVX100Z888RWT0G18MBKRJQ,353,12
01HRVX0ZZZDEWG7YFRERQQMP4P,658,50
01HRVX102S9NX0ND17YSR412BA,598,17
01HRVX0VXYAF2N4ESWCMXRDBWJ,288,46
01HRVX1011RH5M2WDT7CWCP72G,821,11
01HRVX0VZ4FHY1QNJKA5C7V98H,917,29
01HRVX0VXQWSHF5Q0S6BC8SD82,164,31
01HRVX0W01FPSX2DCGNTJ2PCD9,451,22
01HRVX0VY0J0Y2GCS53YGMGR13,367,14
01HRVX0W0R628XDQ99QRD5T9TK,664,12
01HRVX0VYS6XEVYRR2C2SATC6T,409,4
01HRVX0ZYYP5WEBZFSTG6GZN22,721,27
01HRVX0VZDCMAJ611T2H9PG9Q7,161,21
01HRVX0ZYHTW01RZRTJD66X8DC,206,1
01HRVX0VY5RDBC6P6VWSF2Q4F2,337,26
01HRVX0VZF7808NBKCAHXYWRDE,515,27
01HRVX0W0F6BWAAG6N85AA0ZZQ,601,49
01HRVX0VXWHBTTX99P8G6B4D8A,19,4
01HRVX10207PG2C8YNNH53MWE7,931,7
01HRVX1080EZ7QW9GEEN5ZKD66,419,18
01HRVX0ZZSNR89NH5S0A88ZB2V,734,17
01HRVX0ZZ2HRPJAJPW5HQTZD2B,454,31
01HRVX0VYPR0ERN76YZ94N0PD3,946,40
01HRVX0VZMZSSVFRF6P03P21S6,773,10
01HRVX0VZZ8PGAB2H4JPA0MXKP,477,35
01HRVX103F261HRHCCMVD97GC1,793,20
01HRVX104JA7KHFYVXWQZEZ4HR,590,47
01HRVX0ZZFRHA8R4CHBBXE9H8Y,438,17
01HRVX10493K5A6TWDMF48ESV7,662,2
01HRVX0VYYJCFYAQAMZ7E6QDHW,504,12
01HRVX10FJ46Z9RCS2H929644Y,664,32
01HRVX0VXZCZ0Z39G3TM77GKV0,891,42
01HRVX0ZYZ20W6ACB0VWG4HD6P,130,31
01HRVX0VZEDHHEKA3Z4CN7TG50,806,48
01HRVX10105ZW5SCZDRCA20CA3,552,12
01HRVX1082TSTC9ZA3S3C6MTMM,799,8
01HRVX0SX29QTZJM3TVWJYNBXY,228,27
01HRVX1014DZSK8M4XP8N4A1AK,723,6
01HRVX0ZYYS3MGDV92D3CPM97E,800,22
01HRVX0T26YYKQ61FNQHPMCEP3,166,37
01HRVX0VXWX21RYB6XSQY14XDE,449,46
01HRVX0VZK0W3ZKG4R5JY4EHJ8,696,7
01HRVX1011YSXMN8ZEG7982PY9,716,33
01HRVX0VXDDJXW0T5PBVX88Q55,384,11
01HRVX0VYS6XEVYRR2C2SATC6T,150,9
01HRVX104FRJK488ZQVVJPWMR2,674,6
01HRVX0VZRD9AT8HEATM4SRMPY,185,4
01HRVX0W0DMDPG12R2D03K5W4Q,788,25
01HRVX0VZTP3H3JV1TQT4ZRB0V,467,10
01HRVX106KABGY1ZQ0CMSWJG9A,335,8
01HRVX0VYXX4ZP9S6PVWYP70T5,148,7
01HRVX11DMC2GS2KY6GWPRC4QK,157,40
01HRVX10654TFX0PMCVGA9BRHZ,741,13
01HRVX101TWM5SEACW0VSPP5C7,842,15
01HRVX107S99WM68PHZA2PK82X,288,6
01HRVX0ZW1F4KCNQANQFM1GEY5,415,44
01HRVX0SYD9WFTQ1B5HHDAKVBY,838,21
01HRVX0ZSN4DENNQJVS9PS7A5T,159,17
01HRVX101Y6B9GXV42B3JH5Q93,819,36
01HRVX0VXCS77JARD6WM6XHQ26,13,35
01HRVX0VYMC4K8GQ4CGG6AEQMZ,388,44
01HRVX10547Y8JH3W80ZQC1EA4,615,31
01HRVX0VY5YNEKVHA5GFSNYJER,180,29
01HRVX0VXFYZ0DR6GQHCQQCVJZ,851,45
01HRVX1016S48V8HEMSXRP7H5H,806,43
01HRVX0VZD7QGTX61G0FWJ97CW,179,7
01HRVX101BV8VVYPCDZWV97BC4,423,11
01HRVX0ZZ7QXB70H19SZ662QYY,158,31
01HRVX0VZB0PCXMC9NFZ3ZF0FK,530,16
01HRVX0ZZ2HRPJAJPW5HQTZD2B,72,35
01HRVX107JVJVFWJPA7FZ28Q0R,898,24
01HRVX0ZYWJR6QF4HKVTHF2BT0,799,36
01HRVX0VZ3G3P5NCKW25E7D3TN,774,43
01HRVX102KHVNASSKR2J4YY668,878,37
01HRVX0VX3MQYGQNTDZR94W3AQ,595,5
01HRVX0VJVY0GF4XZWH4CF0Z2S,412,11
01HRVX0VY7FRKXGF4EE55ST6XV,821,49
01HRVX104D1GYZGYDBCXX8WR6X,699,50
01HRVX101WZ9A63WDPMA7H2NJ3,200,47
01HRVX0ZZ3D5K60GVTD4M2J004,397,32
01HRVX101F63NNV3HRP2FTKA5K,6,10
01HRVX104K06KBRRBJNFTB7HJQ,36,43
01HRVX0VMKTAMH14PK5KD7TN1T,243,43
01HRVX0VXVX9Q2Q6SSM0PP0VPP,234,21
01HRVX0VKR9CT3J1VJZTRYTZYS,527,36
01HRVX0W0HP00TJP3K11GPHV5M,49,44
01HRVX0W7NM0VVXT9QX0JDHK1B,587,24
01HRVX0W015SHBRP990BPRHVT3,520,11
01HRVX0W0GGR1MYMN6DWEZXFR9,918,2
01HRVX1060AC3H0XW962YPW9JB,510,32
01HRVX104NS7YDDF1FE3TNEEG1,301,8
01HRVX0W0VD7FRZXTXR9M8TR49,518,14
01HRVX0VYNCZ55ZCDXK7J1HKB2,930,21
01HRVX10GBM5BE2RG80SKHEG6G,864,46
01HRVX0VXFWWFDFT9CGY1DZGA1,544,2
01HRVX101HJ5R9Z4ZJ08P27X2P,209,19
01HRVX0SWZPZRW3W501MGG2PCG,285,35
01HRVX0VZSYK9GKKVE3XM6Q60Z,487,33
01HRVX0VXG45KNEJ2DFX7AY3AS,383,2
01HRVX104E5CNAAEATDGVZC5FT,939,43
01HRVX0ZYS3RFBEABCRPSZ1SEG,172,40
01HRVX0VYPR0ERN76YZ94N0PD3,630,36
01HRVX0VY763ST78WGHYQ9780F,407,19
01HRVX11DNZFBDYSTS9T4QD8DK,521,30
01HRVX104STEF5E35YTWH5YB9Q,534,49
01HRVX0W01FPSX2DCGNTJ2PCD9,9,18
01HRVX0W04EW9W15TP8MCPJNWS,418,22
01HRVX104FZKR5KJGKSZA25SN0,530,24
01HRVX0VMAYVP1ZRTFK8HPRQNV,479,8
01HRVX101FX55K400TVWTWNM5V,673,23
01HRVX0YYWWR0VDGT4NXCX1ATH,412,8
01HRVX1007V5K3EN2D3PQ7X1P2,296,41
01HRVX0ZYSMYZR627YGRB6T2H7,192,1
01HRVX1000QJPER82ZYYV5YEB2,868,26
01HRVX1050JJ02GYNMG0WAC3DA,191,12
01HRVX104C76A26K7T5M0E81ST,263,28
01HRVX0Z57KY8AJKV8HM0GMXRR,788,4
01HRVX0VZPF8THTSSFND35PKXR,547,30
01HRVX0VXYAF2N4ESWCMXRDBWJ,373,25
01HRVX0VYYQJ95QRVRANNC8T2E,198,49
01HRVX0W0PFQBK62FJEWV7TM86,471,41
01HRVX0VZ02H7EWV4PVSYF44RF,878,46
01HRVX0VM9VPXEAVEA6W72KQ8M,416,25
01HRVX0VZAA33FWBTQNDP2F4M3,20,25
01HRVX0VY364D55GT37YCE5WNG,180,11
01HRVX0VY9RYEYTN9W28WC8Z8W,601,35
01HRVX0W7NM0VVXT9QX0JDHK1B,252,43
01HRVX112EAV17DYPBRXB6VN5M,165,45
01HRVX0VXSH6V3DN4QFY1MY32F,816,1
01HRVX104ENG38QMA6FEEYD2SP,757,13
01HRVX0VZZ8PGAB2H4JPA0MXKP,292,26
01HRVX0ZSN4DENNQJVS9PS7A5T,820,20
01HRVX0SX29QTZJM3TVWJYNBXY,459,16
01HRVX0ZVAVKV2HM5486C16MTA,734,17
01HRVX0VXMGM3N758P6BTC6EBD,359,27
01HRVX1011WCHPVQH6E7PS5AGK,575,42
01HRVX0VYBMQAT6S4PBPGBQCSY,834,1
01HRVX0W01W7H14EZZRZ5PJE7P,263,28
01HRVX0VX0K8RSG9VGDQVJ528X,760,42
01HRVX0VZ611TSW8TD5XFA8J8N,703,24
01HRVX0VYWTGJ3WY2Y93H0G923,128,14
01HRVX0VYHXH0SHDNY46B889WT,811,3
01HRVX0ZZXZFV0W8NE96N6KMZY,326,38
01HRVX101N494SV7XC0T48MBQG,548,6
01HRVX101P3SNV39DTCP5FXD1G,450,4
01HRVX0VYPKDWN0K696JH0B3QY,576,16
01HRVX0ZZP04XF7KS2490Q4Q7P,432,41
01HRVX0VXGKC9Z9T6KHH4882KZ,561,33
01HRVX0VZAHXCW119DG7BYK12S,431,37
01HRVX105YA7VSRRPY25TJ9KE1,645,41
01HRVX0VZA4TRA73CDR1KDP7VC,673,1
01HRVX0VMYDGVJKTP7YDJSKKV7,606,7
01HRVX0T26YYKQ61FNQHPMCEP3,318,49
01HRVX104RYZ7D83A6CY4SC9KY,6,29
01HRVX101BHDTPM3074FK0J83N,630,50
01HRVX10GBSKY6Z5YEZ626Z8E6,19,43
01HRVX0VYVS18HR9QJE83VJ0TQ,313,24
01HRVX0W01XKBSREQC8BZP6B5R,199,32
01HRVX0ZZVE5WK1019QVNNHCBT,165,16
01HRVX0ZZGSR2J5V7EVH4WM41M,534,37
01HRVX0VZZC54E72Q0SAKBRM8X,151,34
01HRVX100MXP7032J5RDXAR02X,887,3
01HRVX11DFJV3A12WWTJFX9MR3,47,16
01HRVX0VXYVDPHVBN6WDWE9N6W,890,32
01HRVX0W7KYFN31FATY86KJJX0,712,41
01HRVX101CCQCCXW6JP3X595D3,86,35
01HRVX104DS1S3WNWG8AQTBA01,412,44
01HRVX0W7SC5SCFRGVJ0V65FH9,571,50
01HRVX0VZVEAPD55CN83FKGK5R,86,31
01HRVX100XQ45P64ZVY6R6VPK7,127,44
01HRVX0VZK0W3ZKG4R5JY4EHJ8,289,31
01HRVX0W03ZQF056GZJ9DQ0X4A,187,22
01HRVX100Y8F56PBXQY0P1G619,706,30
01HRVX0VZB0PCXMC9NFZ3ZF0FK,583,1
01HRVX0ZTK5JAB7BWE7G4M9NFX,622,41
01HRVX0ZZ3HK0N79N3G0H43TVD,941,22
01HRVX0VYGTS7FB2PZ4A4F1H4A,498,6
01HRVX1061PTBM9A753CNJ23H0,116,2
01HRVX104AD669PPSTJMGGMGNP,865,7
01HRVX11DDVHESBXN507V7DQSC,93,20
01HRVX106HMR22C9TDJ0S7XMCH,721,42
01HRVX0VYMA8PE7K4VCG8SQJ4K,451,4
01HRVX0VXH2H9YQ902JQB52QHB,360,39
01HRVX0VY2Y4TMF3Q5ZSKKP8CV,194,16
01HRVX104RYZ7D83A6CY4SC9KY,479,6
01HRVX101ZAVJ7K0B5TKAK21YW,916,8
01HRVX0W07YBN4F5H26F45F4AK,731,35
01HRVX104T0RR9T81N2RKJR2DB,834,23
01HRVX0SX29QTZJM3TVWJYNBXY,578,39
01HRVX102NH7YKWGPFTTT4SB6C,616,8
01HRVX10129T40N0A5VY8M7BRJ,555,20
01HRVX0VYR0HYTJ638ZBKK2YJN,284,38
01HRVX10FW27B8SCMCQCX0MPFR,918,21
01HRVX0VXDDJXW0T5PBVX88Q55,882,26
01HRVX0VZYQ70JGWPXERYV3RKR,671,32
01HRVX106FJGF89G0Y2T70XPZX,712,31
01HRVX105241RA51WZHEBBG2JH,11,22
01HRVX100Z3847788HW47R6X1Z,165,18
01HRVX0VYD153T7CE6SV0MAB1C,128,14
01HRVX100DKMS5EFFM717010SV,753,35
01HRVX101AJ6BMN32Q3ZRQWV4S,626,49
01HRVX100E1DV3VWYB1AXEXZFY,892,16
01HRVX0VYGJN0AWTQTF5313SEM,681,7
01HRVX102MWK7M0WQSR4Z3E9QV,692,16
01HRVX0VZJCA6H50WGQNBZ9XVP,671,49
01HRVX0VXSH6V3DN4QFY1MY32F,185,19
01HRVX0VXP5H3DFRW6P4KZ5S3F,608,28
01HRVX0VY3XTXFXGX93TDHXFR5,267,31
01HRVX1009CCQ5TYSMWE1V7BAW,204,25
01HRVX0VX753HB7V6VWVQ05H6E,47,12
01HRVX0ZZDC2TEM3MG55YKN23W,199,21
01HRVX0VXJDQHYXJM7DWMGP73F,87,29
01HRVX0VXZ6D1KCS7D6TKWZ7MA,187,18
01HRVX0VZVWW18K5DND9F22Y9H,504,42
01HRVX0ZZ32AVG7WRJR3TQCFTB,175,48
01HRVX0VXCKVKQKCYRG9MN4N4G,312,14
01HRVX0VY9M2HCB6VQRZKEX8VP,434,10
01HRVX101KSWN2AX1DBGMK59CA,515,22
01HRVX0VXCS77JARD6WM6XHQ26,510,35
01HRVX10607V67SEAJ2YE699R1,162,24
01HRVX11DJNAT3DFX0S8P0PD56,531,17
01HRVX101M7D1CXXCPBP1412GM,442,50
01HRVX10FVBBDC9RZ27BXJSTCA,204,13
01HRVX0VY3637EB3ETKTRTC8J2,378,1
01HRVX1019FWTYE9R25E49TWMV,758,20
01HRVX104KJ2DRTK24FD60E8CA,858,49
01HRVX0VXB77AM136K3GQ145S3,677,36
01HRVX104PQW9DHTQTAFS4GBYV,516,4
01HRVX100AMRTYABDKQ3JDSB1H,327,33
01HRVX0VZHESN25NZVJWBV681Z,149,48
01HRVX1011WCHPVQH6E7PS5AGK,621,30
01HRVX0ZZZDEWG7YFRERQQMP4P,136,18
01HRVX0VZG94SQQCEREQ8S68YS,555,22
01HRVX1034PT5R4NGRE289SBXV,392,24
01HRVX0VZJ8SSNX3ACCR6G5BVW,209,42
01HRVX1051WYD7Z86AD2B6EZR1,44,43
01HRVX0VZX9XDAQP7YJY9RJ908,822,23
01HRVX0VY5DCSAC1A0C51HNKZD,306,24
01HRVX0ZYS3RFBEABCRPSZ1SEG,21,8
01HRVX10G16S9Z2ENJWHND7E3T,910,2
01HRVX0W001W7G45R5RRV1EGQY,118,13
01HRVX0W0MRRQ2HRN77CNNA5YX,228,2
01HRVX104JK32J6B077PBDSDAR,430,5
01HRVX0VXPC0583A60RH3RNCVB,189,38
01HRVX0VZAA1ETA60476RCDNQR,276,32
01HRVX0VZ1RAC5JSBS8J0TA1DN,127,42
01HRVX0VXWHBTTX99P8G6B4D8A,648,50
01HRVX0VXGKC9Z9T6KHH4882KZ,765,14
01HRVX104JA7KHFYVXWQZEZ4HR,301,5
01HRVX0W00ZYE9WGA0ZZ76Z1YC,888,45
01HRVX0VZ611TSW8TD5XFA8J8N,508,23
01HRVX0VZYQHQGS59B40KYK544,253,28
01HRVX0VXP5H3DFRW6P4KZ5S3F,799,49
01HRVX100SYT0WPSWP9FY6APC8,72,1
01HRVX104WZ7QTFWRADTDAX07X,879,19
01HRVX0VXPC0583A60RH3RNCVB,805,28
01HRVX0W053VM1GHQ5AC2CTMV6,344,49
01HRVX10174ZET4DGBR3WKR0W0,345,38
01HRVX10GACYYK1S27PZAJXE9F,169,45
01HRVX0VZVWW18K5DND9F22Y9H,179,44
01HRVX0VY2QR7ZVADWN3Y0CJA4,528,37
01HRVX0ZYYS3MGDV92D3CPM97E,863,6
01HRVX104K38G41FFBQEMTZH7A,214,37
01HRVX100SS90PFV4CPQ3P4TZA,749,15
01HRVX0VZK1PR2S25BDDHKZ6H1,252,38
01HRVX0VYAX95FS0ZXCXRDJCCZ,772,49
01HRVX10547Y8JH3W80ZQC1EA4,280,48
01HRVX1019C1KXD0JJF3F2FQ8Q,371,6
01HRVX0VZJE0VM228MBRJW21H7,878,11
01HRVX0ZZ3D5K60GVTD4M2J004,587,4
01HRVX100VZA3TBZEK2CYYCPH5,401,5
01HRVX104SYRNBZTMNCA8N9XWG,103,24
01HRVX10673CPMH29B8PY66GT6,683,8
01HRVX0VXXWRX8R4EZYKNT5MEJ,301,45
01HRVX107NJSDFX6PD79WRTPPV,661,9
01HRVX102MWK7M0WQSR4Z3E9QV,297,36
01HRVX101DNX2BZVQ8SW0TTAK7,327,9
01HRVX0VYDT5PS93GVM18WJV5B,745,27
01HRVX0ZYXEDD8DZ6YHETCER0P,745,25
01HRVX101SBC3XQH9P5GSCHXGZ,57,4
01HRVX0W0781K90DJ3F654MDMB,624,18
01HRVX0T2C7M0HRKH5P664R775,694,40
01HRVX0VX96S2EM6KD58NQGCZJ,764,4
01HRVX107Z1K09FYZVJYVJB19Y,773,36
01HRVX10152BY238F6Y3NDG8SB,54,10
01HRVX11DN2FM64ED3Y3MED7P2,462,9
01HRVX104YERH68Q73MXNYMEE4,271,45
01HRVX10FJ46Z9RCS2H929644Y,196,3
01HRVX0VX2ZWVVBX9K2VY87EY7,239,16
01HRVX101BV8VVYPCDZWV97BC4,100,2
01HRVX0VZHNQB9KXTKT7426YA7,572,38
01HRVX0VZ6QG7B13ZPBDZ3M7MN,666,31
01HRVX102KHVNASSKR2J4YY668,20,42
01HRVX101TCK2J141J6DT06H7C,933,43
01HRVX0VJE9W4EDWC37BW64FCQ,314,21
01HRVX0W0FBS1BG4MM6QEEFNC9,735,23
01HRVX104STEF5E35YTWH5YB9Q,258,25
01HRVX10456AWF8GM3BS128ZBZ,503,2
01HRVX0VZ7RHJESHH7QCA1TBVD,403,17
01HRVX0W7KWJDR4TX02NGN0JVH,454,37
01HRVX102RNMF3VA3ED0PKXENB,564,2
01HRVX101QC8TW9P67N9NYFSJ5,407,47
01HRVX0W0BF9JC49SCG74DVZP1,827,32
01HRVX0W00JBB95BEJ3EDH0JBQ,221,47
01HRVX0VY6P6E6CB9TVW17TWYK,297,2
01HRVX107TDNNEH8WB1S4P3VYQ,302,37
01HRVX1010JMQ7Q5ZCWM80C7FS,268,47
01HRVX100NDNF9A57FJRGXSGGP,199,16
01HRVX100J9H82RECPXQ11Q3T6,481,28
01HRVX0VZFW402VEW6AJ37EPHM,734,14
01HRVX1035JF9KKZMH1QXGXTEH,508,45
01HRVX0VYTA1EWFVN0GVTKH928,320,32
01HRVX0VYQ251W8YE3PQ51TXYT,637,15
01HRVX100SYT0WPSWP9FY6APC8,404,2
01HRVX0VY5RDBC6P6VWSF2Q4F2,75,33
01HRVX0VYT5XCFFMQKY5S130CT,603,31
01HRVX0VXRDQ9FF7J9AA2W2CNT,350,2
01HRVX1030FVVVH52B9JEB64ED,86,49
01HRVX1013BD07BNPCQYZNMQRP,666,18
01HRVX104Y4YBHVJENBR17A1NK,502,12
01HRVX101CCEB3TE10893CAVF8,639,31
01HRVX0W01XKBSREQC8BZP6B5R,96,45
01HRVX105241RA51WZHEBBG2JH,670,34
01HRVX0ZZ3HK0N79N3G0H43TVD,209,32
01HRVX0VXH15D1KCJ0AM8M4T6W,491,5
01HRVX104Q5S3NBXBF6AQNSMF2,20,7
01HRVX0VZ08BJ7ACD80ES2GY4E,278,36
01HRVX0Z4C1R412E33VYGFVENJ,484,21
01HRVX100Z888RWT0G18MBKRJQ,312,48
01HRVX10152BY238F6Y3NDG8SB,799,20
01HRVX1016H4C1V04XBCMEDGBS,635,29
01HRVX0ZZDC2TEM3MG55YKN23W,58,6
01HRVX0VYMA8PE7K4VCG8SQJ4K,430,39
01HRVX0VM34RMYYAVMP9DWJCVT,385,18
01HRVX0VYAX95FS0ZXCXRDJCCZ,33,17
01HRVX0ZYTMW7YBHKWKT5MD3Q6,314,15
01HRVX0VJVY0GF4XZWH4CF0Z2S,116,49
01HRVX100HM5HH2ZHKR58PEY9R,814,2
01HRVX100QZX5JM5431YKCQ7HZ,485,33
01HRVX1011QZHGNTJHSHQB7B3M,724,17
01HRVX0W0E5PJE0M18520FX2QY,784,36
01HRVX0ZZGSR2J5V7EVH4WM41M,619,3
01HRVX0W026KW9JWCVYR72APWK,829,39
01HRVX0W045HBMCVRT2FXPBBFN,772,16
01HRVX0VXK3WDQ6PW09SXHCTQN,916,18
01HRVX0VYV7Q6FHD7PB534SNFG,191,43
01HRVX0VXTZQYMWB7MJXZW18Z7,336,6
01HRVX0VXH7XBAN7S56RKT5YSV,226,34
01HRVX0VJTMY0NRNTF6MYP0ED6,754,23
01HRVX10547Y8JH3W80ZQC1EA4,634,9
01HRVX100XGD3GDZAGGECBS7G2,283,40
01HRVX0W7KSESH6DCQ0Y1S2R1G,223,45
01HRVX10G3W719N037JBRZE0P9,719,20
01HRVX1016S48V8HEMSXRP7H5H,189,49
01HRVX0VZGJ0X8H25W7MFFTBC1,501,21
01HRVX0ZYVTSB0V7NK2P4QAJ7V,610,16
01HRVX106642C27X985MCNRX3N,738,36
01HRVX0VZF7808NBKCAHXYWRDE,136,6
01HRVX0W015SHBRP990BPRHVT3,76,4
01HRVX0T25DN4BPVFDT7PCSY3S,329,4
01HRVX0VZDCMAJ611T2H9PG9Q7,154,17
01HRVX0VZPPCWGS3TY4VT34JS2,789,36
01HRVX104Z4B65EE3HF1KJN36W,860,14
01HRVX0W0781K90DJ3F654MDMB,784,5
01HRVX10FP3DTC7TPBTZHVCAWF,908,1
01HRVX101MDMV41363NG2V2XJ4,758,7
01HRVX0W029AKCFPT2EYBDSGC7,449,34
01HRVX0VY397T6NFKJB3FB0WG6,685,41
01HRVX107FMKWJ5YGBJATR6TJ6,507,13
01HRVX0VXZ2GPMP67B1VQKS8MZ,35,14
01HRVX0W7Q3H0Y8HSEHQR9HM24,289,31
01HRVX0VZ5K9CF7B9GW693F87K,199,32
01HRVX0ZYYP5WEBZFSTG6GZN22,860,11
01HRVX0VY2Y4TMF3Q5ZSKKP8CV,249,16
01HRVX0VZHNQB9KXTKT7426YA7,804,50
01HRVX0VJEHCC6KNZEK5NTRDHP,840,26
01HRVX0ZZ0XN6TVB7S71Z00CFV,727,1
01HRVX0VZS2948RWTVHRVT6F6W,799,37
01HRVX101BACGC0EHVE6G9GRP1,909,18
01HRVX0YYNKFJ63S0K1A166B9H,873,23
01HRVX0VXRRAYR6YHN1RNW8Z18,10,11
01HRVX0Z2XMXRY2X7NRH9KXC1W,751,18
01HRVX0VY90YBAY8BSN10SQWZ4,550,48
01HRVX1016ESJJ0CQA4K9NFQAB,747,21
01HRVX11DMC2GS2KY6GWPRC4QK,228,5
01HRVX1021GJWTCD4XAKZZ9VQG,228,2
01HRVX0VXCS77JARD6WM6XHQ26,489,10
01HRVX10607V67SEAJ2YE699R1,831,21
01HRVX1050WS767RHYRJZTKHGT,325,5
01HRVX0ZYYS3MGDV92D3CPM97E,103,8
01HRVX10539QZMAKNP9VMPCWAA,459,15
01HRVX0VZHSESV6402GZBPTZ89,754,47
01HRVX100NDNF9A57FJRGXSGGP,155,36
01HRVX100QQFV93BZKSX57SMYY,711,45
01HRVX10G9Z3Y5SSADWJBG4DWF,752,34
01HRVX104RYKHKF5CYN7Y4EDCZ,196,33
01HRVX0VXXAW6B3YT77MBRX1ZH,152,5
01HRVX0VZJE0VM228MBRJW21H7,530,41
01HRVX0VK3D8H37G23S73D4HEE,615,17
01HRVX0W050MTPQWH69YAZ0B5C,345,6
01HRVX104XH3C5RWQJ6X7MD35R,499,23
01HRVX0VZYQ70JGWPXERYV3RKR,253,20
01HRVX103F739DH9X865T2CSZW,595,11
01HRVX107D4HBC55VQ6404VRF6,642,11
01HRVX0W0BQY5ZXYZ2V4GNVBK5,56,39
01HRVX0VXJDQHYXJM7DWMGP73F,425,20
01HRVX1016AASQNPBTXFVZH23F,334,7
01HRVX104N2C1W62SHAS8KQ5PM,349,11
01HRVX107PDPC4AVFV1MXQ4ZBS,806,14
01HRVX0VXTN0P6QNTSJ2YR80CD,430,13
01HRVX0VZEDHHEKA3Z4CN7TG50,206,47
01HRVX0VZKRJM6VFZA2VQA7TKH,393,8
01HRVX101KSWN2AX1DBGMK59CA,78,48
01HRVX1014D0K6TKCCZ5HRPWHN,53,48
01HRVX0VY763ST78WGHYQ9780F,719,7
01HRVX0VXQCAWPG87VYG9ZCBH5,727,23
01HRVX1016H4C1V04XBCMEDGBS,313,33
01HRVX0VZRD9AT8HEATM4SRMPY,465,8
01HRVX100WG0KVM7WKMPNBA2JX,884,32
01HRVX104V6KY6E6RDK6QRZNW2,742,31
01HRVX0VZDTH0CWB0KTRA3VX6B,296,32
01HRVX0VXDDJXW0T5PBVX88Q55,188,3
01HRVX0W03KPF7HKBB2NPERCV4,233,50
01HRVX0VXB77AM136K3GQ145S3,777,23
01HRVX10G7ZB42ZAMP2NR7VTHW,409,46
01HRVX104Q5S3NBXBF6AQNSMF2,864,5
01HRVX0W0SKGT28W5GR74J671R,296,16
01HRVX0SZF16YXRW8XSDQ8QJZN,504,31
01HRVX100FGQQD6Z77HJ6QQN9K,647,5
01HRVX107D4HBC55VQ6404VRF6,679,42
01HRVX10654TFX0PMCVGA9BRHZ,331,29
