delivery_id,order_id,delivery_type,dispatched_date,delivered_date,delivery_status,delivery_cost
79486570904,01HRVX100SYT0WPSWP9FY6APC8,Standard,2021-08-25,2021-08-29,Shipped,30.56
50494745173,01HRVX100TMDR1QF15F2BH35QJ,Standard,2021-06-15,2021-06-17,Shipped,10.88
59731972661,01HRVX100VZA3TBZEK2CYYCPH5,Premium,2021-12-02,2021-12-06,Shipped,12.22
72116539124,01HRVX100WH976P0E71FMK0GKP,Premium,2023-03-07,2023-03-10,Pending,18.59
53129594277,01HRVX100XGD3GDZAGGECBS7G2,Standard,2023-01-04,2023-01-07,Shipped,26.08
24641498025,01HRVX100YKY6RXC1Y2K1FTPD5,Premium,2022-11-14,2022-11-16,Shipped,14.04
14361125362,01HRVX100ZMNC9VBPAQWFMWK5C,Standard,2020-09-20,2020-09-23,Shipped,34.22
27524760211,01HRVX10103VE6KWS4ECAX4KV0,Premium,2023-11-27,2023-11-29,Shipped,9.49
33322371919,01HRVX10105ZW5SCZDRCA20CA3,Premium,2023-09-12,2023-09-16,Pending,42.77
74878591070,01HRVX1011WX4F8EN38XDHP7HB,Premium,2023-03-26,2023-03-29,Pending,40.2
12560550327,01HRVX1012TYSRK02T267X6A9E,Premium,2022-02-28,2022-03-03,Shipped,44.32
89250342563,01HRVX1013082AYACQJ2YR4PQ4,Premium,2021-05-29,2021-05-31,Pending,36.56
86371981203,01HRVX1014PFXPVY9KSQE1SP44,Standard,2021-04-28,2021-04-30,Delivered,43.63
20487004446,01HRVX101561MDT86QWS8DRY9V,Premium,2022-08-13,2022-08-15,Shipped,24.79
88087895705,01HRVX1016ESJJ0CQA4K9NFQAB,Standard,2023-12-09,2023-12-13,Shipped,36.96
44647524631,01HRVX1017EAQSY1DM3ADCW51R,Standard,2023-04-15,2023-04-19,Delivered,30.99
73444261842,01HRVX0Z2XMXRY2X7NRH9KXC1W,Premium,2022-12-30,2023-01-02,Shipped,16.49
20987550979,01HRVX0ZYP6KM00CRF0RVJW012,Standard,2022-08-11,2022-08-12,Shipped,35.38
18727886253,01HRVX10493K5A6TWDMF48ESV7,Standard,2023-06-13,2023-06-16,Pending,39.58
10015963261,01HRVX1049FD8SVRWC68JKTQMF,Standard,2021-05-06,2021-05-10,Pending,19.82
12869858084,01HRVX104AKG193H6ZYFZWX0VM,Standard,2022-04-28,2022-04-30,Delivered,40.82
87832009562,01HRVX104BNZ1J6K7SGS6T5C22,Standard,2022-03-27,2022-03-30,Pending,36.3
62047619159,01HRVX104C99HBSWDA3JNWRAKB,Standard,2023-11-15,2023-11-17,Shipped,14.61
65350283690,01HRVX104D1GYZGYDBCXX8WR6X,Standard,2020-05-18,2020-05-19,Delivered,25.32
35715243882,01HRVX104E5CNAAEATDGVZC5FT,Standard,2021-01-30,2021-02-03,Pending,44.94
87330256691,01HRVX104E7VR617GM32WBCY9P,Standard,2021-04-01,2021-04-02,Delivered,11.93
85696640198,01HRVX104FZKR5KJGKSZA25SN0,Premium,2021-09-05,2021-09-07,Delivered,12.86
94671914874,01HRVX104GBES4PGQMRVXZTSWK,Standard,2021-09-12,2021-09-13,Shipped,38.31
22543277842,01HRVX104HJXAR8K3H934YYAH9,Standard,2022-07-07,2022-07-11,Pending,15.46
31377371167,01HRVX104JA7KHFYVXWQZEZ4HR,Premium,2023-06-09,2023-06-12,Shipped,26.84
21215084429,01HRVX104K50FW6QRWMWAXHXXX,Standard,2023-03-19,2023-03-23,Pending,31.41
83682437336,01HRVX104K06KBRRBJNFTB7HJQ,Standard,2022-12-27,2022-12-28,Delivered,19.29
49587840945,01HRVX104MPW2Z5CNYV151JQ4D,Standard,2023-09-15,2023-09-16,Shipped,26.5
31492977917,01HRVX104NS7YDDF1FE3TNEEG1,Premium,2022-05-28,2022-05-29,Shipped,47.28
92312902193,01HRVX104PQW9DHTQTAFS4GBYV,Standard,2023-06-24,2023-06-28,Delivered,30.19
30230737831,01HRVX104Q602M7Z56G29AZV1B,Standard,2023-10-12,2023-10-14,Delivered,47.45
96719815485,01HRVX104Q8KPAVZG0D5ABSYJ6,Premium,2023-05-11,2023-05-14,Pending,20.02
15613561648,01HRVX104RYZ7D83A6CY4SC9KY,Standard,2023-07-17,2023-07-19,Shipped,34.16
34989314172,01HRVX104SYRNBZTMNCA8N9XWG,Standard,2022-12-11,2022-12-12,Delivered,24.75
94079396751,01HRVX104T0RR9T81N2RKJR2DB,Premium,2022-10-12,2022-10-15,Pending,47.82
12435690747,01HRVX104V1PM9N16G8XVHWA2C,Standard,2020-11-19,2020-11-21,Shipped,32.76
86736470265,01HRVX104W60RCVH4RK9M8AX7E,Premium,2023-12-10,2023-12-12,Delivered,5.42
35617364884,01HRVX104W1WRYA0STR9MVBBCQ,Premium,2021-09-26,2021-09-28,Pending,47.66
41527506848,01HRVX104XH3C5RWQJ6X7MD35R,Premium,2020-04-10,2020-04-13,Pending,23.02
50629186920,01HRVX104YERH68Q73MXNYMEE4,Standard,2022-06-06,2022-06-07,Delivered,14.26
24581712629,01HRVX104Z434Z1V7NDFPPATST,Standard,2022-04-19,2022-04-21,Delivered,38.2
18633275312,01HRVX1050WS767RHYRJZTKHGT,Standard,2020-07-03,2020-07-04,Pending,11.68
89477216163,01HRVX0Z0N1EDB1YF3F7EV51HM,Premium,2021-06-17,2021-06-18,Delivered,30.37
97745501188,01HRVX0ZW1F4KCNQANQFM1GEY5,Premium,2020-08-11,2020-08-15,Shipped,41.88
73269197946,01HRVX101J7MC4520JEFR9SPE6,Premium,2023-11-12,2023-11-16,Delivered,27.87
53863256440,01HRVX101KSWN2AX1DBGMK59CA,Premium,2021-11-06,2021-11-07,Shipped,34.45
15622967355,01HRVX101M7D1CXXCPBP1412GM,Premium,2020-01-23,2020-01-27,Delivered,28.0
58790915474,01HRVX101MZ4DAKHB8VG293ZH2,Standard,2020-10-11,2020-10-14,Pending,20.65
10404815914,01HRVX101N70ZB8MEDNQ77DJWQ,Premium,2022-02-20,2022-02-21,Delivered,7.76
74559446139,01HRVX101P3SNV39DTCP5FXD1G,Standard,2022-01-16,2022-01-17,Delivered,24.52
27272430454,01HRVX101QHYE5ZVA97NGQMD75,Standard,2021-01-13,2021-01-15,Pending,25.89
84289245719,01HRVX101RKP5TW1683GMVFGMN,Premium,2022-07-31,2022-08-01,Shipped,25.5
11610393005,01HRVX101SHW9JZVGRT0T9BQHS,Standard,2023-09-27,2023-09-28,Delivered,17.22
96999004265,01HRVX101SBC3XQH9P5GSCHXGZ,Premium,2020-08-19,2020-08-23,Delivered,25.27
45085664151,01HRVX101TCK2J141J6DT06H7C,Premium,2023-02-20,2023-02-21,Shipped,12.78
98465901876,01HRVX101V7T530WB4DGEPF12Q,Standard,2023-10-24,2023-10-26,Pending,13.56
35840342456,01HRVX101WZ9A63WDPMA7H2NJ3,Standard,2023-11-23,2023-11-27,Shipped,5.44
82981212819,01HRVX101XEQKSXYNWQMYQRJA2,Premium,2020-11-24,2020-11-27,Pending,38.79
45013421553,01HRVX101Y6B9GXV42B3JH5Q93,Standard,2022-06-03,2022-06-07,Pending,34.98
75517634677,01HRVX101YHBMPRPJ2RMTC25AD,Premium,2020-01-22,2020-01-25,Pending,22.61
99372150718,01HRVX101ZAVJ7K0B5TKAK21YW,Premium,2022-02-07,2022-02-08,Delivered,45.56
91184751416,01HRVX10207PG2C8YNNH53MWE7,Premium,2022-05-12,2022-05-16,Delivered,20.41
97665901439,01HRVX1021GJWTCD4XAKZZ9VQG,Premium,2023-03-24,2023-03-28,Delivered,12.67
54436605077,01HRVX10221Z9YH8837VQTYENW,Standard,2023-12-07,2023-12-09,Delivered,28.51
40763925834,01HRVX1023BYA5EW54BVJAHYZ5,Premium,2021-03-08,2021-03-09,Shipped,33.37
13490815778,01HRVX1023RTY4KDVWYV7SCJRV,Premium,2022-01-21,2022-01-24,Pending,12.74
47553589188,01HRVX1024F37R5RKE2NZGYFS8,Standard,2020-08-28,2020-09-01,Shipped,8.68
19137241298,01HRVX10253HSS80SQ349MQ2CR,Standard,2021-10-18,2021-10-20,Delivered,44.83
72292745265,01HRVX10267VEZDSVXWDGYJMJ1,Standard,2023-03-16,2023-03-19,Delivered,38.8
76054631769,01HRVX102789T2WA9TBPB0M6ZR,Standard,2023-06-19,2023-06-22,Shipped,30.84
81347962674,01HRVX102884G01GSWB6TCAWXE,Premium,2023-05-11,2023-05-13,Delivered,28.88
13513418337,01HRVX1028QKSWPZ2R0W22XEXY,Standard,2021-05-23,2021-05-24,Pending,37.12
84707682006,01HRVX1029VY8QBFTRJA29X6R7,Standard,2021-12-02,2021-12-04,Pending,13.13
32162446230,01HRVX0T26YYKQ61FNQHPMCEP3,Premium,2020-03-20,2020-03-22,Pending,33.57
25749231222,01HRVX0VMKTAMH14PK5KD7TN1T,Standard,2020-06-08,2020-06-12,Shipped,47.29
72537486373,01HRVX0VZNT6N8RYZDH6W5WA1M,Standard,2020-08-16,2020-08-18,Shipped,29.59
48486670112,01HRVX0VZPT5REW1MV7M5H5Q1B,Premium,2020-02-09,2020-02-13,Shipped,22.29
53059494120,01HRVX0VZQHX0GR6DA9F9P5729,Premium,2022-06-30,2022-07-04,Pending,8.46
43924538432,01HRVX0VZRGHRQWB3VF43STNN6,Premium,2020-02-28,2020-03-03,Shipped,33.83
65564972430,01HRVX0VZS2948RWTVHRVT6F6W,Standard,2020-07-20,2020-07-23,Shipped,48.48
63384661628,01HRVX0VZTQTE9A99H8C4VFXSG,Premium,2023-03-04,2023-03-05,Pending,6.01
53781039955,01HRVX0VZVRK6TFW5ZM6HYK0ZG,Premium,2020-03-06,2020-03-10,Pending,35.24
45949262370,01HRVX0VZW4SCS1DWHJ11F3HY1,Standard,2021-03-21,2021-03-25,Pending,34.6
77347887263,01HRVX0VZXXE9C48HSEW9KKN7F,Standard,2021-12-09,2021-12-12,Shipped,45.93
25570982583,01HRVX0VZYQ70JGWPXERYV3RKR,Premium,2020-05-31,2020-06-04,Delivered,21.82
30875149193,01HRVX0VZZ8PGAB2H4JPA0MXKP,Standard,2021-10-29,2021-11-01,Shipped,48.66
60692730700,01HRVX0VZZ615TASBFYR0JPJ0A,Premium,2022-08-16,2022-08-18,Delivered,23.14
19674719487,01HRVX0W00ZYE9WGA0ZZ76Z1YC,Premium,2020-11-19,2020-11-23,Shipped,20.88
66787178698,01HRVX0W015SHBRP990BPRHVT3,Premium,2023-02-18,2023-02-22,Pending,8.76
13050224482,01HRVX0W024DZP9FH7C5CJDK1A,Standard,2020-11-27,2020-11-28,Delivered,8.36
51961583059,01HRVX0W03KPF7HKBB2NPERCV4,Standard,2021-04-08,2021-04-09,Pending,11.36
74209486466,01HRVX0W04JHG3HC8H0QH6SVB2,Premium,2020-02-17,2020-02-20,Delivered,7.4
33729996379,01HRVX0W050MTPQWH69YAZ0B5C,Premium,2020-01-17,2020-01-19,Pending,18.68
94830479303,01HRVX0W06HWA08NWSNT7BN921,Standard,2022-04-08,2022-04-12,Delivered,40.68
96076631451,01HRVX0W0781K90DJ3F654MDMB,Premium,2023-07-31,2023-08-01,Shipped,10.83
80822366465,01HRVX0W08ECKK9V46ZCZV87BW,Premium,2020-09-06,2020-09-10,Pending,32.65
41717000157,01HRVX0W0AHNF1S44EM237HCYE,Premium,2023-05-13,2023-05-14,Shipped,48.72
75021203509,01HRVX0W0BQY5ZXYZ2V4GNVBK5,Standard,2023-04-15,2023-04-17,Pending,48.72
15020850520,01HRVX0W0BJCPJ2BYEB0CDMK3P,Premium,2022-07-04,2022-07-05,Shipped,49.68
87234189167,01HRVX0W0CFQM3FGYJ52KT5DK2,Standard,2023-02-13,2023-02-15,Pending,9.61
47260205197,01HRVX0W0DMDPG12R2D03K5W4Q,Premium,2020-03-21,2020-03-25,Shipped,39.96
30331081170,01HRVX0W0ERJ0VD6P9E57FD36W,Premium,2020-04-11,2020-04-14,Pending,13.3
62256313240,01HRVX0W0F6BWAAG6N85AA0ZZQ,Premium,2020-07-25,2020-07-29,Shipped,10.01
27202996551,01HRVX0W0GGR1MYMN6DWEZXFR9,Premium,2023-03-08,2023-03-12,Pending,37.42
73957368730,01HRVX0T25DN4BPVFDT7PCSY3S,Premium,2022-09-08,2022-09-10,Delivered,43.74
47942776137,01HRVX0VM9VPXEAVEA6W72KQ8M,Premium,2023-09-23,2023-09-27,Pending,8.47
73109502463,01HRVX0VZB28VVHTRYAPG1V5XE,Standard,2020-09-30,2020-10-03,Shipped,31.43
77112590957,01HRVX0VZCYT3W9D9X1VA81JCN,Premium,2022-01-21,2022-01-23,Delivered,34.1
21378593079,01HRVX0VZD216MJC1X2VYKR0A7,Standard,2020-12-23,2020-12-24,Delivered,37.16
95908151025,01HRVX0VZDCMAJ611T2H9PG9Q7,Premium,2021-12-09,2021-12-11,Pending,46.78
23825042877,01HRVX0VZEPYQ44MPTCZSM0PR6,Premium,2023-05-16,2023-05-17,Pending,16.68
95932468429,01HRVX0VZFW402VEW6AJ37EPHM,Premium,2021-03-19,2021-03-23,Delivered,26.78
91983588040,01HRVX0VZG94SQQCEREQ8S68YS,Standard,2020-04-01,2020-04-03,Shipped,47.76
11132682297,01HRVX0VZHESN25NZVJWBV681Z,Standard,2020-04-12,2020-04-15,Shipped,37.42
70135834230,01HRVX0VZJCA6H50WGQNBZ9XVP,Premium,2021-09-24,2021-09-27,Pending,26.64
13274368439,01HRVX0VZKY3TJGS2PP8QD6AG7,Standard,2023-06-02,2023-06-03,Delivered,47.49
32488162868,01HRVX0VZKRJM6VFZA2VQA7TKH,Standard,2023-10-21,2023-10-23,Delivered,33.24
83402970744,01HRVX0VZMFT0GWGM67RX5Q07Y,Premium,2022-05-31,2022-06-03,Pending,13.89
32176834175,01HRVX0VZNTE17DZEGK0RN2ATF,Premium,2021-10-03,2021-10-05,Pending,33.77
36642219283,01HRVX0VZPF8THTSSFND35PKXR,Premium,2020-11-12,2020-11-13,Pending,13.42
42010476152,01HRVX0VZQ6GE3V8MT84KE62N9,Premium,2021-02-18,2021-02-20,Shipped,19.84
56998008460,01HRVX0VZR1TMGCX47334NWV51,Standard,2022-10-10,2022-10-12,Shipped,27.0
24408566572,01HRVX0VZSZHNCSXA2WW001A18,Premium,2022-03-09,2022-03-10,Shipped,18.45
27526664459,01HRVX0VZSYK9GKKVE3XM6Q60Z,Standard,2020-05-09,2020-05-11,Delivered,36.25
11246158245,01HRVX0VZTCWNARTHJ520PM3W4,Premium,2022-02-20,2022-02-23,Pending,49.16
68178656413,01HRVX0VZV3T1VR6HZ3MJ1DXBS,Premium,2022-08-10,2022-08-11,Delivered,20.22
52273064192,01HRVX0VZW21T6FWAMF815JB9R,Premium,2020-09-11,2020-09-15,Pending,17.45
91392192029,01HRVX0VZX9XDAQP7YJY9RJ908,Standard,2020-10-17,2020-10-19,Pending,33.0
50498542384,01HRVX0VZYQHQGS59B40KYK544,Standard,2022-03-14,2022-03-16,Pending,28.7
41586352939,01HRVX0VZZC54E72Q0SAKBRM8X,Standard,2023-10-05,2023-10-06,Delivered,15.11
18613546690,01HRVX0VZZ9QY85KWKVEN2GVQA,Standard,2020-01-29,2020-01-30,Delivered,22.81
41873642601,01HRVX0W00WJZFH8Y38G3HY4Y1,Standard,2021-09-21,2021-09-24,Pending,32.49
18668963488,01HRVX0W01XKBSREQC8BZP6B5R,Premium,2022-07-08,2022-07-09,Delivered,35.27
29274710372,01HRVX0W026KW9JWCVYR72APWK,Premium,2022-09-07,2022-09-11,Shipped,36.85
11749396746,01HRVX0W03ZQF056GZJ9DQ0X4A,Premium,2021-04-27,2021-04-28,Shipped,18.08
30500437710,01HRVX0T2C7M0HRKH5P664R775,Standard,2021-08-30,2021-09-02,Delivered,15.65
74716247354,01HRVX0VMFBVN7VB4M1RDN6MAA,Standard,2021-01-18,2021-01-22,Delivered,49.12
45079004195,01HRVX0VZGJ0X8H25W7MFFTBC1,Premium,2023-09-22,2023-09-25,Shipped,6.38
43938078091,01HRVX0VZHRCG7Z71Z4D91R86D,Standard,2022-07-04,2022-07-08,Pending,29.58
15002629390,01HRVX0VZJ8SSNX3ACCR6G5BVW,Standard,2021-06-15,2021-06-18,Delivered,8.55
48613556576,01HRVX0VZK77MD0GDS0947YBTA,Premium,2021-05-05,2021-05-09,Pending,33.44
26159134946,01HRVX0VZMM5ZHBCKD2FH1B7G2,Standard,2023-01-05,2023-01-09,Delivered,25.46
69039804714,01HRVX0VZN397VP442MKW3K9HZ,Premium,2020-02-23,2020-02-27,Pending,26.45
81853907592,01HRVX0VZPE79QKGPN1K5BVP77,Standard,2023-04-10,2023-04-11,Pending,36.13
97985294432,01HRVX0VZQ6WFSMZ7VNKCDQZ13,Standard,2020-05-17,2020-05-21,Pending,8.7
77009515741,01HRVX0VZRYK2741ZR5SD3NWWB,Premium,2020-12-17,2020-12-20,Pending,34.67
15834282257,01HRVX0VZSM33SR7PQ2XXG80KR,Premium,2020-05-03,2020-05-05,Shipped,16.22
84773911735,01HRVX0VZS19A2H222M1Y6N636,Standard,2020-01-31,2020-02-02,Pending,12.29
94116215514,01HRVX0VZTP3H3JV1TQT4ZRB0V,Standard,2021-07-01,2021-07-03,Shipped,46.3
72831210500,01HRVX0VZVEAPD55CN83FKGK5R,Premium,2023-11-08,2023-11-12,Shipped,5.02
71601971557,01HRVX0VZWWHGGT6TJJ782NF7F,Premium,2021-02-19,2021-02-22,Pending,5.69
25309788907,01HRVX0VZXA656JVDJTHHYRFAG,Premium,2021-07-06,2021-07-10,Pending,29.21
82135367678,01HRVX0VZYFVJZQXKJSGM5RTGM,Premium,2021-08-30,2021-09-03,Shipped,32.95
15165306165,01HRVX0VZZTA8GBJR04F4EW478,Standard,2020-04-27,2020-05-01,Shipped,36.23
51861467035,01HRVX0W00XX6SKW7760ZM5XFS,Premium,2022-07-21,2022-07-23,Pending,11.77
37445589355,01HRVX0W00JBB95BEJ3EDH0JBQ,Premium,2022-04-29,2022-05-02,Shipped,43.23
91935671146,01HRVX0W0175Y15BXP2NXHVANG,Standard,2020-07-09,2020-07-13,Shipped,45.0
77999451533,01HRVX0W02CDS6R3X2DPXYEB66,Standard,2021-10-21,2021-10-24,Pending,37.63
97931256269,01HRVX0W03MQCNZJJDY5GBA8J2,Standard,2020-05-17,2020-05-21,Shipped,41.21
85659216715,01HRVX0W04JZ90K2G8F013HTKZ,Standard,2022-05-11,2022-05-12,Pending,8.18
20545504562,01HRVX0W05KGQAEHNJ69699NA3,Standard,2023-05-24,2023-05-25,Delivered,18.82
34925360934,01HRVX0W06FCRQR8JYMVZ4MAJE,Standard,2020-12-10,2020-12-12,Shipped,26.19
25186276690,01HRVX0W07QR14JV7X6WX4FSQN,Standard,2023-03-01,2023-03-02,Delivered,13.84
87165984561,01HRVX0W08SK396C3HXB585MC5,Premium,2021-02-26,2021-03-01,Shipped,21.83
63120204060,01HRVX0W08YT7XGE10SB7GWD2K,Standard,2021-08-30,2021-09-01,Shipped,13.28
52558485542,01HRVX0W092XWENZ1B0HFKA76Q,Standard,2021-04-20,2021-04-23,Pending,36.91
61982007418,01HRVX0T2VYS530KQ0N4T42NJS,Standard,2021-12-19,2021-12-21,Pending,20.28
68862984667,01HRVX0VJEHCC6KNZEK5NTRDHP,Standard,2021-10-11,2021-10-14,Shipped,44.15
78984092933,01HRVX0VXGF3WNP91RZRQ3ZYX7,Premium,2022-12-21,2022-12-24,Shipped,13.9
37244474490,01HRVX0VXG45KNEJ2DFX7AY3AS,Premium,2022-07-08,2022-07-12,Shipped,22.29
27753687247,01HRVX0VXH2H9YQ902JQB52QHB,Premium,2022-09-19,2022-09-21,Pending,20.28
20492579852,01HRVX0VXJE5F46CT56DQC38H3,Standard,2021-02-07,2021-02-10,Shipped,13.47
52035447025,01HRVX0VXK3WDQ6PW09SXHCTQN,Standard,2023-11-15,2023-11-16,Shipped,13.59
62224856043,01HRVX0VXMVD166F9J3FS52XTA,Standard,2021-02-22,2021-02-25,Delivered,33.38
16614877769,01HRVX0VXNAWPD59RGB7EPZ17Z,Premium,2022-01-20,2022-01-21,Pending,42.35
31644171417,01HRVX0VXP5A853F7YM5PJ2YNE,Standard,2020-05-06,2020-05-08,Delivered,13.35
50658180843,01HRVX0VXQ4WCWK8TVA1W5Y55C,Standard,2022-01-11,2022-01-13,Pending,26.05
29248967358,01HRVX0VXRVA2822QC605JZQTX,Premium,2021-11-24,2021-11-25,Delivered,23.57
33756964564,01HRVX0VXS57RMM0B48HA66971,Premium,2022-06-13,2022-06-17,Pending,27.12
81854697644,01HRVX0VXTZQYMWB7MJXZW18Z7,Standard,2023-06-29,2023-07-03,Pending,46.24
81676660609,01HRVX0VXVDEH08QHPYQ2FD0XY,Premium,2023-04-03,2023-04-04,Pending,9.83
77402497337,01HRVX0VXVX9Q2Q6SSM0PP0VPP,Premium,2022-11-29,2022-12-01,Shipped,45.74
66994791915,01HRVX0VXWT5BGA3Y696XT4SH4,Standard,2023-01-06,2023-01-07,Pending,32.78
44664604758,01HRVX0VXXAW6B3YT77MBRX1ZH,Premium,2023-08-14,2023-08-17,Delivered,28.84
48192429572,01HRVX0VXYZ1XYQG5GJY2EQA75,Premium,2021-03-05,2021-03-06,Shipped,42.08
11041157620,01HRVX0VXZCZ0Z39G3TM77GKV0,Standard,2020-06-17,2020-06-19,Shipped,48.66
93394626476,01HRVX0VY0F5T1YXAQRZDTRQAS,Premium,2023-01-21,2023-01-22,Shipped,39.26
92495190097,01HRVX0VY1Z1C2HJCYV6VAWBYJ,Premium,2023-11-13,2023-11-15,Pending,16.57
43647052911,01HRVX0VY201N5SQHGH2CT9XG3,Premium,2023-08-30,2023-09-03,Pending,45.56
28893267556,01HRVX0VY3419TKXZC8KVGDMDA,Premium,2022-03-31,2022-04-04,Shipped,36.18
19792099121,01HRVX0VY364D55GT37YCE5WNG,Standard,2021-07-07,2021-07-10,Shipped,14.8
13674493116,01HRVX0VY4CAEN69NW8YH340AG,Standard,2022-01-11,2022-01-14,Pending,17.48
97076517145,01HRVX0VY5RDBC6P6VWSF2Q4F2,Premium,2022-05-25,2022-05-29,Shipped,31.14
22235393778,01HRVX0VY6TSGNQAPEJZ4NWSC7,Standard,2020-06-14,2020-06-17,Pending,9.84
82544371462,01HRVX0VY71XSJYF7SQKFA774V,Standard,2021-07-22,2021-07-24,Pending,42.73
37050064610,01HRVX0VY8BBWPYW6EF2J6TZRS,Standard,2021-06-07,2021-06-11,Shipped,44.93
32696199779,01HRVX0VY90YBAY8BSN10SQWZ4,Standard,2022-01-23,2022-01-27,Pending,44.06
62407415381,01HRVX0T50NTSN7EG6CTG5G9V1,Standard,2021-12-22,2021-12-25,Pending,44.64
74868281636,01HRVX0VM34RMYYAVMP9DWJCVT,Standard,2022-01-12,2022-01-15,Pending,49.62
94853636186,01HRVX0VZ2N1E1QP42GQHRXC6Z,Standard,2021-05-05,2021-05-08,Pending,25.19
72964431213,01HRVX0VZ3B3R1JH5CTTCVNV2T,Standard,2022-05-22,2022-05-25,Delivered,28.9
90857162037,01HRVX0VZ40KKWYRZ29Q4MYVX2,Premium,2022-11-16,2022-11-18,Shipped,45.89
30443771327,01HRVX0VZ55TVAH9VDB8TX7H6Y,Premium,2023-10-26,2023-10-28,Shipped,36.71
65349445092,01HRVX0VZ611TSW8TD5XFA8J8N,Standard,2023-07-10,2023-07-13,Delivered,22.31
97957607475,01HRVX0VZ7RHJESHH7QCA1TBVD,Standard,2020-01-10,2020-01-14,Pending,31.96
35613597983,01HRVX0VZ86NE8681D962FN7Z5,Premium,2021-12-10,2021-12-12,Pending,19.18
10990797820,01HRVX0VZ9F7SQBHYYFZABSYPZ,Premium,2021-04-22,2021-04-26,Delivered,37.61
60609361186,01HRVX0VZAA1ETA60476RCDNQR,Standard,2023-01-14,2023-01-15,Shipped,11.55
34372589219,01HRVX0VZAHXCW119DG7BYK12S,Premium,2021-06-28,2021-07-01,Pending,22.6
85022546490,01HRVX0VZB0PCXMC9NFZ3ZF0FK,Standard,2021-09-05,2021-09-07,Shipped,11.19
31657609354,01HRVX0VZCV6A4NGF2N0T2VGF8,Standard,2021-03-02,2021-03-06,Shipped,19.09
88602783976,01HRVX0VZDTH0CWB0KTRA3VX6B,Standard,2022-01-01,2022-01-05,Pending,6.46
95884311117,01HRVX0VZEB1AZ45AJEP5J07MN,Standard,2021-02-02,2021-02-03,Pending,27.32
82825305946,01HRVX0VZFTZ85QEA28CRJYB1E,Standard,2021-01-15,2021-01-16,Pending,23.03
67792011873,01HRVX0VZGFT912ENAY2FKP9SP,Premium,2021-04-27,2021-04-29,Shipped,12.87
71492855030,01HRVX0VZH2F9KX9FG91PSXB4T,Premium,2020-05-07,2020-05-08,Pending,46.77
24520349735,01HRVX0VZHSESV6402GZBPTZ89,Premium,2020-01-20,2020-01-22,Delivered,31.71
24771515963,01HRVX0VZJFX5FZEB3RN1J7ZFK,Premium,2020-02-09,2020-02-11,Pending,7.59
53011333700,01HRVX0VZK0W3ZKG4R5JY4EHJ8,Standard,2021-05-13,2021-05-14,Pending,47.87
85284739044,01HRVX0VZMZSSVFRF6P03P21S6,Premium,2020-01-24,2020-01-26,Shipped,16.18
24728267732,01HRVX0VZNX7VHDFB1PYJTRS0X,Standard,2021-02-08,2021-02-09,Delivered,7.69
35988682614,01HRVX0VZPPCWGS3TY4VT34JS2,Premium,2023-05-15,2023-05-18,Pending,8.81
49310559185,01HRVX0VZQ72N8DTBE4670YGR2,Premium,2021-01-14,2021-01-15,Delivered,28.43
25087512871,01HRVX0VZRD9AT8HEATM4SRMPY,Premium,2020-08-16,2020-08-19,Pending,13.85
28995703779,01HRVX0VZSHABGY3G3JVRPRYHC,Premium,2022-01-22,2022-01-25,Shipped,38.4
41541292842,01HRVX0VZTRDXN7GBF6HBV7RQ3,Premium,2020-11-21,2020-11-23,Delivered,17.7
39359159496,01HRVX0VZVWYFZG6SKT4NRCFP2,Premium,2023-09-23,2023-09-24,Delivered,46.82
21563904208,01HRVX0VZV74XY4F3S29C0DBYG,Premium,2021-11-18,2021-11-22,Shipped,35.27
51898412023,01HRVX0T4V41THFNCVZSWPJG0Z,Standard,2022-03-18,2022-03-21,Delivered,33.66
90372644730,01HRVX0VKR9CT3J1VJZTRYTZYS,Standard,2020-08-09,2020-08-12,Delivered,8.72
32212381137,01HRVX0VYPKDWN0K696JH0B3QY,Premium,2020-06-20,2020-06-24,Delivered,11.54
20207159069,01HRVX0VYQ251W8YE3PQ51TXYT,Premium,2023-01-05,2023-01-07,Delivered,23.88
72142782607,01HRVX0VYR2HD621T8NZ3TN68J,Premium,2020-02-06,2020-02-09,Shipped,23.06
80644906429,01HRVX0VYS4YSHKYN8S15AKMNG,Premium,2021-08-03,2021-08-05,Delivered,36.38
88624232560,01HRVX0VYT5XCFFMQKY5S130CT,Standard,2021-01-14,2021-01-17,Shipped,19.44
50658980851,01HRVX0VYVS18HR9QJE83VJ0TQ,Standard,2023-06-23,2023-06-24,Shipped,35.5
22472261895,01HRVX0VYWPW5FTNSNNXHFK3DZ,Standard,2022-09-18,2022-09-20,Pending,26.67
95752312255,01HRVX0VYWTGJ3WY2Y93H0G923,Standard,2020-10-30,2020-10-31,Pending,43.35
55133962305,01HRVX0VYXX4ZP9S6PVWYP70T5,Premium,2021-09-29,2021-10-01,Delivered,33.29
88869850034,01HRVX0VYYQJ95QRVRANNC8T2E,Premium,2022-10-19,2022-10-22,Pending,42.54
19002967753,01HRVX0VYZ5DV7K5Y7N4FMPWBC,Standard,2023-03-16,2023-03-17,Shipped,37.13
65553464622,01HRVX0VZ02H7EWV4PVSYF44RF,Premium,2022-03-27,2022-03-29,Delivered,45.95
57077169675,01HRVX0VZ1RAC5JSBS8J0TA1DN,Standard,2020-01-20,2020-01-21,Delivered,41.79
