payment_id,customer_id,product_id,order_id,amount,payment_date,payment_type
01HR88GRW0AYMEWVCXKKJFZ6F4,01HR877T5GGPFB3Y6KX87NV851,582,01HR879PR3K283ECEMXXSNBJG8,2000.0,27/07/2017,cash
01HR88GRW2VCQ6CV5VFD35C2P6,01HR877TBAP5BPZN917NNG0JN0,207,01HR879PD7GBMN1KCJ2WP67G4J,2000.0,08/05/2011,cash
01HR88GRW3RP4FTYB1R6ZHXW8C,01HR877T8T98N437PSX0QWMY9D,428,01HR879PTQYKVJVQB8DF5RWY37,1288.33,29/12/2017,card
01HR88GRW5MXMJBS02GN50WVPZ,01HR877T7HKZTAT4SEWHXB54DZ,807,01HR879PRXT10J4XVC5ZQ6V66D,671.47,16/11/2013,card
01HR88GRW6W3CVA7Z6D2RBEQVW,01HR877T1WZ3ZR803ZM243BMA4,52,01HR879PTE79ZN3BW7RJR07SNP,2000.0,08/12/2012,card
01HR88GRW8KAGRAR602DWYKFE9,01HR877T7DSJVZPKGMMC5GCET3,246,01HR879PQMGMDGA26GPA8KPJYD,84.59,08/04/2012,cash
01HR88GRW9ZX5B8PBEXPP0WP09,01HR877T971HZ1BNYK6581YVG0,198,01HR879PS8496YKPM7PS821PF6,1295.18,27/01/2022,cash
01HR88GRWBYSH5RHZXJRA3A6WW,01HR877T2G0FC47X47NWCN86X0,478,01HR879PDSJTXESNW767GQ1SV8,596.61,14/10/2010,cash
01HR88GRWCNKYKCWWJWTQC8SG7,01HR877T7FQ997A3EYY93HYKJW,352,01HR879PRD7WV56R35TZ5Y9GFS,644.3,28/03/2010,card
01HR88GRWE1PQA98RMTPWG9E82,01HR877T7WW4SEWY115PY8S0E9,826,01HR879PRKC1TM8BR4EKWEW0NM,1966.51,28/02/2019,card
01HR88GRWFVKAHHP926QRZ2M75,01HR877T5X0VD02Q7YP4YQ22X9,208,01HR879PSHA7ZE6155DXMWWCVM,2000.0,01/03/2016,card
01HR88GRWHQ46ZKG5WX78WHB8W,01HR877T4393680SFW2DT767Z1,664,01HR879PT2P775ENPD77GD5E70,261.46,06/02/2018,card
01HR88GRWJ7NKK0TE0N1GWTTWM,01HR877T72WRJA5611A999SYBZ,782,01HR879PSK9323G0MR99PD7G96,841.38,01/10/2022,cash
01HR88GRWMF26QXVW10DNQ1XFR,01HR877TAFT3ZYBDZP2Z1X26AH,176,01HR879PQZZH3HV7H2B38JP30K,1785.99,27/08/2022,cash
01HR88GRWPWJBCWBM9BJ2EWTJA,01HR877T28VDXMPMCPHN6YMZ1H,151,01HR879PTN4Y7XC0YH6RPXEBVF,2000.0,25/09/2012,cash
01HR88GRWQ9PMYG7A3SVBN12VK,01HR877T6K7R2D74W4G6J98CXF,181,01HR879PTH75EDMD6W37KG4YTP,2000.0,01/12/2013,card
01HR88GRWS9MPP470TGDYCJMP7,01HR877T910G1G3N8HS004R834,821,01HR879PS7N7J5X0C7B0BSDAK0,743.9,11/02/2015,cash
01HR88GRWT359XCDRPNG6SWMV9,01HR877T1MD3PV2DCT1V7GR19W,314,01HR879PCVS73R7GSEZ1H5YSYW,2000.0,12/12/2021,card
01HR88GRWWDHF4NRJ51ZGZ4T0Z,01HR877T5ENWZ8FZFXAK39X0XX,576,01HR879PRPFND3T304T7WQYHN2,2000.0,27/12/2019,cash
01HR88GRWX9CJZAX1DB51MBP7Y,01HR877T8WQ1SR87C0ZJAJHQ6K,135,01HR879PT58YTRVEASDR6CDBJA,1306.62,23/12/2022,card
01HR88GRWZJG5T4ZBZT7S690NV,01HR877T35PD0MKCD0MEQEVN34,380,01HR879PR5P0KBJAS71V5PD05E,2000.0,20/02/2020,card
01HR88GRX02YQBPYDHX2ERM1T7,01HR877T0TBRNCJ2HNNAS0T5BS,90,01HR879PS8A78K57P5JMWQBY2A,2000.0,29/07/2011,cash
01HR88GRX2TYWF13G8SJAKCGW8,01HR877TA495BYJ9AY6GWDG48B,91,01HR879PDC2WPKHPWR3CHD66CF,2000.0,24/07/2017,cash
01HR88GRX3ZCMTSFDSCJE9D2KB,01HR877T4EMNXWX988H2EWR041,872,01HR879PS1AJAH5W0NNKCBRBX5,655.36,02/06/2019,cash
01HR88GQ1GK1X3557RJANCW0BS,01HR877T6F67GT2RE8YR18CGF0,522,01HR879PRW5A2ZVSC1APY6WDCA,1551.76,14/01/2021,cash
01HR88GRK0HR3EDBGJE91M270B,01HR877T82R6YYHWNZSKZ4HTBC,774,01HR879PRP9VY0GXKC36P8A2PS,2000.0,27/12/2023,cash
01HR88GRY29CJDCWVA7NZ5J40V,01HR877T74SA4FRTTAZ55XNB58,486,01HR879PRRXX817X4A2MZ6K396,2000.0,04/03/2018,cash
01HR88GRY25K25PNQTY4K0M7R8,01HR877T81BMV1DHKPMW7A07PW,442,01HR879PSFWCA0AJDDY2VYT75G,876.14,23/09/2014,card
01HR88GRY36868KB1S2HVEAFNE,01HR877T71PQ6N45YKP8A6GR03,868,01HR879PSPCV9B0GQ31PMH2RZT,2000.0,17/05/2010,card
01HR88GRY4R03G56RMKD6MDZZX,01HR877T6XHKWG5E0FWJKXPFM8,328,01HR879PSF100BMMQDDXE9AQGM,357.12,13/02/2011,card
01HR88GRY4DF49STKYCKZRRQR2,01HR877T6YKMMM8ZNC74GYBCCB,259,01HR879PSFRG09FDR8XVG95KJ7,2000.0,20/02/2013,card
01HR88GRY5PBZ73Q7QC490GWFC,01HR877TAVAXEQ0A3TQWA1V29N,252,01HR879PT6X7F0CD8W2VEF7GZQ,2000.0,04/03/2019,cash
01HR88GRY6BY6VKTDX2QM4PXXS,01HR877T441JDJK89MJQFXJN8H,819,01HR879PRYBSCXTM1MQB59KA7N,252.15,12/09/2023,card
01HR88GRY619TFDGF1CAD350BP,01HR877T4PNQ67YSJ5323XW06E,3,01HR879PTPSAJGN4G55CXPV5DE,1759.95,27/01/2013,card
01HR88GRY71D3K7F9WSDD9AW0H,01HR877T5FYRZARPNTJKMT7RWP,827,01HR879PT5CRCN3RVHB0T030ND,1590.81,18/02/2024,cash
01HR88GRY8W3F7R7JKTFVGQBV9,01HR877T3R35GBBRE8BPY1T1TW,816,01HR879PTHRATFVPN94V5TVMGM,73.97,16/07/2015,cash
01HR88GRY9AE92E7HBTV66Z78A,01HR877T7ZBM8XG57T94VKN89V,771,01HR879PT70ZNHYMK4JEH9Y8CF,389.59,06/12/2016,card
01HR88GRY95GYE48XCPA93RGVN,01HR877T9AZBKQ7NEPHQ75HSHG,108,01HR879PSR12YRR378K3C42AVS,2000.0,10/03/2022,cash
01HR88GRYA6ZY1G2H9WEQBEAZK,01HR877T3AKRK8W3J3DY7R6MJ8,362,01HR879PTG42XMG7CYJJ881VX6,1055.49,06/09/2018,cash
01HR88GRYB3PXR53Z9PF08Q2VP,01HR877T3J1N12FXX8QEQFJD0G,231,01HR879PRT3EVYW3AHTX5PVHRV,2000.0,23/09/2018,cash
01HR88GRYBBDSS0K3YG3BZ4MAG,01HR877T6805KM72FPXFZRDH2S,266,01HR879PS5HFZMXPVAJSXX7B7B,2000.0,19/07/2013,card
01HR88GRYCXXXHW8WYAAEN11JV,01HR877T66CZX73F5RTDV10X5X,138,01HR879PS3DKVZR673755T3A0V,1126.17,04/01/2021,cash
01HR88GRYDWQ74H1WAC19ZDBE9,01HR877T6D6SECFQGWM5H2XCSZ,145,01HR879PRBQ46JSQSJKDDW7T18,503.03,16/02/2024,cash
01HR88GRYDVJYBD11869EY97KK,01HR877T0XB0NM0KF16TP0YDM9,818,01HR879PQZR3EW4HEDC7MFZNXE,2000.0,04/09/2013,cash
01HR88GRYEVNWXB2M2P9TEADQT,01HR877T6RW4CDS92S3B6EAJVG,857,01HR879PSPMF9428MKBRB8YQBF,863.61,02/01/2021,card
01HR88GRYFM5YR766DM4FGWQZ7,01HR877T8P0A2JSJX5MJPAWVAT,847,01HR879PRS5820DAB5PG3KH4RN,2000.0,23/10/2016,cash
01HR88GRYFTGDZ571KCZQ67DF9,01HR877T5PXA9KQWXZPHEDYRKC,620,01HR879PRQ8K19WYWEC8EX6V8F,63.33,05/01/2021,card
01HR88GRYGQTMYJSZQHAG76G30,01HR877TA8Y91ASEHRBM9DZGT1,320,01HR879N86M50KJM5HNBA76HVW,2000.0,11/01/2021,card
01HR88GRYH2NH7V719M6ERYQJQ,01HR877T9MWAHXK2SA3GC8HC5G,353,01HR879PRS9FWCNJNST0NNGTQZ,391.09,17/04/2017,card
01HR88GRYH1F513WAGPBD7KHHN,01HR877T615TDDQF9S01PRPX3M,399,01HR879PVCGB5F3S2ARHF5ZC6A,2000.0,20/08/2018,cash
01HR88GRYJF34H7N6THF001TVY,01HR877T94F6C3D3P2M8MM173N,368,01HR879PTGFCXM9XT84KTN2HGP,2000.0,09/09/2019,cash
01HR88GRYK85RJFM7QSR6TZGNC,01HR877T7HKZTAT4SEWHXB54DZ,490,01HR879PR5HXZ6K5Y3140CWV67,2000.0,23/09/2022,card
01HR88GRYKGXYYA2N2TB6E8K34,01HR877T0TBRNCJ2HNNAS0T5BS,930,01HR879PT5G835DH2MA772NM66,2000.0,18/06/2021,card
01HR88GRYMVRK6PVRBE5E38CRJ,01HR877T6JKTPNBZ4290R8T4VC,886,01HR879PRFEEFS8B6G1T9DE725,2000.0,12/12/2019,card
01HR88GRYN7Z70PJQX97NWDAPF,01HR877T0ZBQCBEYG609SRJNFF,492,01HR879PQQ901VMRGYENHWH1K1,355.44,25/07/2023,card
01HR88GQ17E3DTT83HZ4HNER9D,01HR877TBPAVKGVP0063NYW82M,838,01HR879PTGCJETS812HA8VS6C3,2000.0,27/04/2023,cash
01HR88GRK2VZ1025KA3QFHPM2V,01HR877T2Y21B8854FVQZJNXEX,57,01HR879PR1MD17TVZ8A8MQSKAR,2000.0,21/02/2020,card
01HR88GRY39W5YG72PXKM0EHC6,01HR877T97YQD83JMZ9J8DF89P,731,01HR879PSV1K63R194P795CT57,2000.0,01/07/2015,cash
01HR88GRY5XYRC8A82GQCNK10T,01HR877T8A10FZYPCQWZ7DX4MA,23,01HR879PR7A4FDJAW0SS993CA9,1032.15,14/05/2013,cash
01HR88GRY6SYP40HFCSSEBMJG1,01HR877TAZ60Q6CV4YGC2KDTYK,255,01HR879PSPKMG7DZK9R1QAWY65,2000.0,07/09/2013,card
01HR88GRY8GP5MVRCN74VBA7RW,01HR877T9YJ4T6K6BJX1FMBA98,648,01HR879PR6KSCMYRAXEGRA62A7,1646.09,13/09/2017,cash
01HR88GRYA4XXV7YV4JMK8HJVV,01HR877T68DXY076HFVKH34V45,941,01HR879PV52WY7AV8FHFWD8E0E,2000.0,26/12/2018,cash
01HR88GRYB3NQS6F09T08HN5ZV,01HR877T2VSCW004V1NT3RS2TY,847,01HR879PT4A8MWBEDG3GTJ6YDF,2000.0,19/11/2017,card
01HR88GRYDSP0FVN4D01BAYEVY,01HR877T41JQHEV3W4XE8Y7MT1,703,01HR879PV51XQM3RQ5KX9R5WQ2,2000.0,03/04/2020,card
01HR88GRYEV431D1XQX3WXFYFT,01HR877T6A69YARVX2BXJVTWDD,35,01HR879PTKH8Z5MWDFDXHJRPT9,533.34,29/09/2020,card
01HR88GRYGA9ASD8Y77NMXFKKB,01HR877T346RRRQ2QJG5Z4WSWQ,704,01HR879PQ9NQ422X9HTCVT2CMW,867.07,21/06/2020,cash
01HR88GRYHQY17F17CB5CPD4TS,01HR877TBXX9P6GWW85CWG68HC,275,01HR879PTVXQ1HEQR8P9P4QESH,2000.0,08/10/2019,cash
01HR88GRYK652HEQ45X53P434K,01HR877T6ERMN7576SRSV6C49Q,922,01HR879PR3JH05AXW6RST84T1G,1702.88,27/06/2018,card
01HR88GRYN0MHWAP43D0Z3SS3Z,01HR877T8MKR047H92REGMAGRD,439,01HR879N6R8Q7W1WBP7S0HNHZC,22.18,11/06/2015,card
01HR88GRYPVRJWCQFE4MFYBHY7,01HR877T4ENMT8Z81RPVQQBWST,166,01HR879PR3TRSKETNW3GPB6RJ8,2000.0,30/07/2021,card
01HR88GRYR2V25ZEED1NDWYJ65,01HR877T3DDPT2D2KZMJFQ7KEX,315,01HR879PQSH2Z1R30CZ1XAN003,60.26,01/12/2020,card
01HR88GRYTD7R3SD27BA613S4W,01HR877T86HV2NV5T74R5W7WY7,427,01HR879PRQH7VNX1CRF5JFSMQX,2000.0,08/05/2010,card
01HR88GRYVQ8AWVER3NYJ28CPA,01HR877T33KVVK05TAVWW4R9N3,127,01HR879PTYG2KWQ4FZYY5NSSKX,336.89,27/01/2022,cash
01HR88GRYXDNNJYZ9H0Y9378PB,01HR877T74ZY1MT9ZHV5M864ZM,81,01HR879PEGXDD257PZB1YG6N1N,216.07,12/12/2019,card
01HR88GRYY6H89FC9T79NDV8RS,01HR877T4929ZB8HMRJFJW9MFK,868,01HR879PR1PX6BM21TQR0AMDPD,2000.0,12/08/2014,cash
01HR88GRZ0SW2CSFDSMJ6FCMZW,01HR877T2AEK8VNGCD6N0QQ9G9,59,01HR879PRP7PT5BJTVHXZAY4X0,1687.74,26/04/2010,card
01HR88GRZ2CXQ10PKEXB2E1DRS,01HR877T3DE5FS4N7QK5ZRX59J,504,01HR879PTKTXK12YW40AQ0M8GQ,1770.67,17/07/2011,cash
01HR88GRZ3RJW4ZBME2E1TPZR6,01HR877T9ZK5X0S0EZ2YYRFHD8,370,01HR879PTDYGH2Y29C9ENREDAC,552.76,20/03/2022,card
01HR88GRZ52KZW5NTA77RB4YYT,01HR877TAHCM4PJNM3XE5JHB8R,220,01HR879PRT499Y67078RBD02FY,2000.0,06/07/2012,cash
01HR88GRZ6MPWPN09WQQ71TS0T,01HR877T634F7CWKV9RT7K9444,155,01HR879PR1SZXQ1910563DPBVD,292.95,27/03/2011,card
01HR88GRZ88W63Q4MPXD48DE36,01HR877T91F5ZN2P0CTEFPCWZA,313,01HR879PRTJSGRCFBVHFJ019YZ,2000.0,02/05/2016,card
01HR88GRZAFM8GZ12MHB6VAHF7,01HR877T2RC6A6N402K58YKTDH,686,01HR879PS88FE1BFDWV9CE1M7S,2000.0,01/11/2020,card
01HR88GRZB21A51M2FSGPYP0SP,01HR877T3NFNDQ1GVPJJHJK6XH,687,01HR879PRXRVWAF6Q1FR78NR7R,980.64,17/10/2012,cash
01HR88GRZDXR37XFYRKPKHE68X,01HR877T8W3304180KB31FG5ZP,400,01HR879PQX77VHEJ4NSA3DWWF7,2000.0,13/11/2011,card
01HR88GRZEF4D91VV4CX6XTZYB,01HR877T50R82SGJRZWG4MGMY1,118,01HR879N61XY3B8BK8QYXQF2PX,222.08,16/10/2017,card
01HR88GRZGR4Q7SPSSSXYXA1GN,01HR877T5GGPFB3Y6KX87NV851,319,01HR879PSFWCA0AJDDY2VYT75G,469.58,30/03/2014,cash
01HR88GQ0X51HFGW37Q2JNYMYE,01HR877TA82SQNQQPTGRVMYY85,473,01HR879N5QM7ET35B1B7WDBN2C,776.43,02/10/2017,card
01HR88GRHG9BEW6QAMJVCYYMCM,01HR877T25S48VJWEAS62W36MP,399,01HR879PT6H2FN9QASCNCGZZC2,2000.0,07/10/2014,card
01HR88GRWGDGRE3C56VFAYWN7G,01HR877T2GYZXF6YQA9KDJ4X94,836,01HR879PSHXZMFC1BJW6349FZ8,872.54,26/07/2012,cash
01HR88GRWK536K9NMXJXQTN2R9,01HR877T5X0VD02Q7YP4YQ22X9,639,01HR879PT93RPM4GVBQJV70VQ5,2000.0,05/03/2011,cash
01HR88GRWM47VMH4Q28BTN85QD,01HR877TBYGEKWDMT0S4FWDTR6,372,01HR879PS3736BDCFV121KG1QZ,927.26,03/10/2013,card
01HR88GRWPG93RG16Y0HTYAHBW,01HR877T104M1A6E7VCFKQS3GY,135,01HR879PR2XS9WHEJV5T1VNVDH,1306.62,03/08/2016,cash
01HR88GRWQY1ZV5ZERP5XCC2R5,01HR877TB09K6871Z8NV72W8TX,9,01HR879PTDQM4ZA19Y212YQ56G,2000.0,02/05/2010,card
01HR88GRWSY809B8WCED6KET45,01HR877T49X45W727YDMPRADE5,930,01HR879PTJ7740DPD96NYYPFVF,2000.0,22/06/2012,card
01HR88GRWVNARAV5EDE03TFJ28,01HR877T21W7KQ9WT070ZKP931,474,01HR879PSC1PF8BESE4WKKQFTN,2000.0,22/06/2014,cash
01HR88GRWWJH0H6PAZGPTAAR5Y,01HR877T1MZYRW86R4QAXN04E9,815,01HR879PR9H32E0TAYD7X3BW5K,2000.0,06/11/2014,card
01HR88GRWYMQR9FGHK8RX03J47,01HR877T8SX9SEC4MH6P4XZ0M1,568,01HR879PRV4R882EVNMDC4NHX4,828.4,15/12/2013,card
01HR88GRX0Z5RA9CW3JS1NJBPT,01HR877TC7KHJM1B07Q46V4TA0,41,01HR879PT6XW7VQZAMZ3NB1VS2,45.0,14/12/2016,card
01HR88GRX1YKP7R52WNHQ7KNAW,01HR877T74ZY1MT9ZHV5M864ZM,749,01HR879PR199JM7SX2B29YSMYP,759.67,05/04/2011,cash
01HR88GRX3HK075X3MX9KKFA2W,01HR877T3AVDA3JKZ4ZQ44FVVP,55,01HR879PSB5N8D8Y0NJ72FJ6SK,2000.0,07/01/2011,cash
01HR88GRX4XRS464GXYWM2P0E1,01HR877T3AGKHHPDC51W1164D9,785,01HR879PRX7GJWARSHRE7WY14G,803.84,11/09/2019,card
01HR88GRX6FP1AJQY8JRJBYNTV,01HR877TA42EFPEXR33WMGHTJN,395,01HR879PREWBSG7VMRCNRDC3TA,2000.0,19/02/2011,card
01HR88GRX73VMJ0AH3MGEK19NX,01HR877T7ZBDMV2PN704JF6A96,438,01HR879PQNT25FEQR2H7G1TE9D,631.82,05/01/2018,cash
01HR88GRX9Z8AAKNGZW7ECCG84,01HR877T4BKE7TFK6AERQT3WJ4,346,01HR879PTHW60GV1X096PWKR1W,1223.5,26/09/2012,cash
01HR88GRXAX0EC1N8YM8WCNXC2,01HR877T3B5VAC8SQXPRCRH9YJ,53,01HR879PQ9NQ422X9HTCVT2CMW,2000.0,01/02/2014,cash
01HR88GRXCCH15NYTGFCYQ7C1M,01HR877T2D5KV45B9FF7P00GF5,943,01HR879PV9D56JQ1KEXBZRWVHK,2000.0,13/09/2019,cash
01HR88GRXD4VDFS8SH39RRYA28,01HR877TAK63BFCEH0PEVC38DD,551,01HR879PSV1K63R194P795CT57,2000.0,25/12/2015,card
01HR88GRXFYXQ2YPWRTBANAZ3C,01HR877TARE91JYG5936NVDRS2,620,01HR879PSGAKK0CB9S5KEDZE5H,63.33,25/09/2011,cash
01HR88GRXGZ0QMZASJZNGJ4DYX,01HR877T81W8XR3GH11A2CG9FQ,85,01HR879PS9V1DKKG3SVWSF17BZ,2000.0,26/09/2019,cash
01HR88GRXHXWMNA8P9VFAW2YM0,01HR877T2YYBVJ91E9CWNPNFT8,235,01HR879PSEBF23XAX86483F6XK,667.61,15/04/2016,card
01HR88GRXKHSN3Z0A8DN8FT6AK,01HR877T9KHYDHZFFZD69Q3ZJF,497,01HR879PV6112G167MW6YPHSY0,2000.0,14/09/2017,cash
01HR88GRXN8WXBHGW6KA7S6X7H,01HR877T1APB3287N99BAFF1YS,315,01HR879PQS53G3XW5AT7VT35V0,60.26,02/04/2021,cash
01HR88GRXPXDG7VC0R7VTMNPBA,01HR877T4XWSZB8011M63SD6ER,298,01HR879PRNGTB7K5H29EPWBV96,2000.0,08/09/2012,card
01HR88GRXR024QPH9XC4R129DM,01HR877T89AQRHCEMCJSNG9J0F,74,01HR879PRPFND3T304T7WQYHN2,2000.0,14/01/2016,cash
01HR88GRXS14471QE3JWN08W4J,01HR877T8HVZY7B4A99B6M42D3,440,01HR879PQYVGDHZF8V6F5KB7T0,1642.23,27/08/2023,card
01HR88GRXV6NM8V2E2B9JZZNWR,01HR877T2Z23DK08CQNQV5F5NW,116,01HR879PSF39JTR59P013945SC,2000.0,09/01/2018,card
01HR88GRXWX1XRFD24SS7DR5GK,01HR877T6E4KWDDX6ST7NVM84M,731,01HR879PRTFZV8ATB052CB0WB8,2000.0,15/03/2014,cash
01HR88GQ20CAZEQVE0WCQ8NZ4J,01HR877T81YD3GA5QZHBP3H9CN,398,01HR879PV7595FCQRYZ9WE0RA0,2000.0,06/01/2012,cash
01HR88GRK53VTRGQJ7VPA07CSP,01HR877T31DH7AQ5PG6B3ETRB9,571,01HR879PT0D6S31BAE2GQF18PT,425.55,02/07/2019,cash
01HR88GRY64PB5MHFARQ6ZPP51,01HR877T70PMJY6SDAQ8BP0WGG,552,01HR879PTG6XMV398XRT7P9AFX,2000.0,26/08/2020,cash
01HR88GRY81YWX9SB92NC9PKVY,01HR877T9JFK1S33E3SDKC5X8C,817,01HR879PQR6SXPP75THFTDFMP9,2000.0,10/12/2022,cash
01HR88GRY9TFER2998T654T0D3,01HR877T0J3B76VM7BA672GA5W,481,01HR879PREB5K2HH8PDZ217ED5,2000.0,29/11/2019,card
01HR88GRYBVD7SG8ZCRTFA74KF,01HR877T2VVFDJWY60WKZGEPDQ,245,01HR879PSP87QYPCTY7XMAZXZ4,2000.0,02/12/2019,cash
01HR88GRYDHFY284AQA3MMYTZ6,01HR877T3QCM1GF9KSK7D0WQBN,923,01HR879PRD6NRBDYJ7656PV24A,2000.0,14/10/2014,card
01HR88GRYE6WYWR6GHR69RW3JK,01HR877TAJV447TBD84NH3V3WG,665,01HR879PT0M24TYMWT8H80WYBK,70.82,16/05/2013,card
01HR88GRYGG9Z6TE43HF44J8AC,01HR877T30XYX52MHZ0S4GM5DH,520,01HR879PR06W5QR1WRNNFE0P9A,444.8,03/05/2013,card
01HR88GRYHD3H63BJKQMG6D878,01HR877T33J1DFHM5T428MXT4G,869,01HR879PTRD90Z8PN39ED05ZMB,2000.0,31/01/2019,card
01HR88GRYK421HY1G6YT8W4XPJ,01HR877T7TX1T3SXCD03M1PYFV,458,01HR879PR9YEJQ55Z7RR177PRP,2000.0,15/09/2013,cash
01HR88GRYMWD0TKTC165T1C4BG,01HR877T7KC6XKESFGAEMGPMGA,226,01HR879PTVS7XX5C6QB012NV74,166.17,11/11/2012,card
01HR88GRYP1DF4YRF8NAMS51SD,01HR877T3KFGQFVDYHSGCESEE6,392,01HR879PSK04D62KVDG6RSCK0F,1454.33,05/05/2018,card
01HR88GRYQDHA18Z1GENSNT9GY,01HR877TAWWRS2CJWHSRD3TC4N,941,01HR879PQVXCAG9J3Y6Q6SN9M1,2000.0,20/04/2010,cash
01HR88GRYSGDJXQT4RRA6KMPW9,01HR877T1MZYRW86R4QAXN04E9,534,01HR879PTHYF3WGW7R6VHNPS4A,1176.22,04/10/2013,cash
01HR88GRYT3QNKWTHG51E94VQR,01HR877T4T66PKPNB58Q6Y6FAG,823,01HR879PTJ7740DPD96NYYPFVF,2000.0,08/12/2012,card
01HR88GRYW97T7VZMQK78TCZCF,01HR877T89AQRHCEMCJSNG9J0F,324,01HR879PQQ901VMRGYENHWH1K1,858.65,30/04/2016,cash
01HR88GRYY7SZ1A1RJT9SQXZ25,01HR877T6K0A1KNW8XFXK0P625,622,01HR879PRPG5YY2RG3SZ527HWA,1767.45,23/03/2018,cash
01HR88GRYZ3HYT7N9FSGDA0T0T,01HR877TANETK640R1V0WMMMM7,253,01HR879PSV40FCA4H23HQ7NDT0,2000.0,05/10/2012,cash
01HR88GRZ1Q2V8MQYH2JAFDFD3,01HR877T8N04GVER777CJK4MZD,555,01HR879PSA6CCH51MFVG4GF1E1,2000.0,29/11/2021,cash
01HR88GRZ2T2JP61X20XSF1KYT,01HR877T4JAC2C92TZDV24H773,770,01HR879NAP260WSSHRM09JHFXG,1324.0,25/10/2016,cash
01HR88GRZ46S9MM18R01BW0WPF,01HR877T2VSCW004V1NT3RS2TY,342,01HR879PR4FRXEPSFBPCQ4EQHM,1405.53,13/12/2011,cash
01HR88GRZ5ZAQXRQRDBM45H343,01HR877T28VDXMPMCPHN6YMZ1H,690,01HR879PRGEHGCZBFYA7KSZ12J,2000.0,21/04/2010,cash
01HR88GRZ73C76D76FJNX553AA,01HR877TA4ASGJMA6HMYRV0Y1M,180,01HR879PSM745XV9H8HXV4666M,1564.87,20/05/2014,card
01HR88GRZ9C6ZMFK9E7H4P8DQ6,01HR877T6K7R2D74W4G6J98CXF,14,01HR879PCVS73R7GSEZ1H5YSYW,1938.02,13/08/2015,card
01HR88GRZADPATF2H558Y9DWDW,01HR877T3GTCVYEMNR37Y2JWV7,944,01HR879PQE7BAXGME3VN7R21B9,1044.81,24/03/2017,cash
01HR88GRZCGZ3YAD4J3Z8A40TR,01HR877T7MP3C1XWPBM6GK9Z8Q,514,01HR879PRX7GJWARSHRE7WY14G,1600.52,01/01/2011,cash
01HR88GRZD1M4RZYM4ST811BDB,01HR877T3ZGPCDCCK4GQPVJJ82,675,01HR879PT2WN8JCP4KRN9EK4A8,87.94,08/10/2019,card
01HR88GRZFHD629FWJK9BTZ2ZS,01HR877T0WZ45GPZF2R08D7RX7,319,01HR879PSG65G7SAW3YZQHFSN9,469.58,03/10/2010,card
01HR88GRZHJZPEZSBEHG0K4MV6,01HR877T16C30X9BDFXZGVMWXJ,177,01HR879N2MB7HYZD491N4HJ18M,1690.46,14/04/2013,cash
01HR88GRZJ5E15WW0XJ68XHA4C,01HR877T7NKFRHP1B0MY388N01,433,01HR879PREWBSG7VMRCNRDC3TA,23.16,22/03/2016,card
01HR88GQ3F1YH798A1E7NR9QAM,01HR877TA82SQNQQPTGRVMYY85,694,01HR879PT6XSVHYMW1C6EJPSPQ,702.58,28/08/2013,cash
01HR88GRMJ83MWD7S73HSRAN4Y,01HR877T21C24W2QASTWZZXA3J,950,01HR879PSB9NKWSHEQREZPJJET,1163.51,09/02/2023,cash
01HR88GRZNMEDS4YEETCY5N6MS,01HR877TC0N1PPV35JDNPTN9H7,779,01HR879PRPMMMP0FFR6THQ5677,2000.0,23/10/2023,card
01HR88GRZQT5WZPD2MYQ4KJ9QV,01HR877T6WTJ7KKCMMJHRJFAM5,441,01HR879PSAY9E0PD8ATESJ69H0,359.2,23/12/2019,card
01HR88GRZR3C30FH08K3DM0KMW,01HR877T3JMQAMASY00RM4SS6Z,530,01HR879PT5G835DH2MA772NM66,2000.0,19/07/2019,card
01HR88GRZSN2G9X6DK0CWY25W6,01HR877T4EMNXWX988H2EWR041,331,01HR879PS4CTQ7RCGY9H5FNQNV,2000.0,06/05/2010,cash
01HR88GRZTEM53WD6AH153HG3Y,01HR877T7YVXZSQAPHKAP5W4B4,288,01HR879PRVWVNHJ33AX32ZRGDC,2000.0,12/01/2012,card
01HR88GRZV4YJ9ADSHQXPNWE05,01HR877T6P9695F0WVHCW6EC2M,220,01HR879PTFB88ZKKX6VDNV7XNY,2000.0,24/07/2012,card
01HR88GRZWHA6DTTVCZ2FE8FTJ,01HR877T74W8XRMA3KK4A7RED6,193,01HR879PSJE3TK9CDFVC3CR2DD,2000.0,09/03/2020,card
01HR88GRZXY9BQME4D1MSNZWTN,01HR877T58X331G7C6Q61897GS,63,01HR879PRN953M8ESCNYA614VV,2000.0,08/06/2010,card
01HR88GRZYERPECSGPJVJ29A9H,01HR877T8Q1S6JAYVGK4GBAZKY,488,01HR879PT1DPDRC7YN1EZ18A6Q,2000.0,30/10/2017,cash
01HR88GS00NASS0ZPS8EVWR5R9,01HR877T5V262NZRBZXGKJAQR1,375,01HR879PSSMW2RV7Z1KZYEVJW8,2000.0,01/11/2017,cash
01HR88GS01SE5RWM70QG3GB0GZ,01HR877TC1R8FVZR04MX4NX779,945,01HR879PQF9YVMG6JQBZXABPJW,2000.0,18/02/2011,cash
01HR88GS027BPN3DSCAS40TM5J,01HR877T7V67AFCZCZ2NMR5EZ7,498,01HR879PT4A8MWBEDG3GTJ6YDF,2000.0,15/12/2010,card
